,FIPS County,State,County,Sites
1944,089,North Dakota,Stark,7.0
1945,091,North Dakota,Steele,
1946,093,North Dakota,Stutsman,3.0
1947,095,North Dakota,Towner,2.0
1948,097,North Dakota,Traill,3.0
1949,099,North Dakota,Walsh,7.0
1950,101,North Dakota,Ward,14.0
1951,103,North Dakota,Wells,3.0
1952,105,North Dakota,Williams,6.0
1953,001,Ohio,Adams,4.0
1954,003,Ohio,Allen,20.0
1955,005,Ohio,Ashland,5.0
1956,007,Ohio,Ashtabula,21.0
1957,009,Ohio,Athens,12.0
1958,011,Ohio,Auglaize,11.0
1959,013,Ohio,Belmont,14.0
1960,015,Ohio,Brown,5.0
1961,017,Ohio,Butler,47.0
1962,019,Ohio,Carroll,6.0
1963,021,Ohio,Champaign,5.0
1964,023,Ohio,Clark,21.0
1965,025,Ohio,Clermont,32.0
1966,027,Ohio,Clinton,9.0
1967,029,Ohio,Columbiana,20.0
1968,031,Ohio,Coshocton,7.0
1969,033,Ohio,Crawford,10.0
1970,035,Ohio,Cuyahoga,220.0
1971,037,Ohio,Darke,8.0
1972,039,Ohio,Defiance,7.0
1973,041,Ohio,Delaware,28.0
1974,043,Ohio,Erie,10.0
1975,045,Ohio,Fairfield,17.0
1976,047,Ohio,Fayette,6.0
1977,049,Ohio,Franklin,162.0
1978,051,Ohio,Fulton,7.0
1979,053,Ohio,Gallia,4.0
1980,055,Ohio,Geauga,17.0
1981,057,Ohio,Greene,25.0
1982,059,Ohio,Guernsey,7.0
1983,061,Ohio,Hamilton,135.0
1984,063,Ohio,Hancock,9.0
1985,065,Ohio,Hardin,6.0
1986,067,Ohio,Harrison,3.0
1987,069,Ohio,Henry,4.0
1988,071,Ohio,Highland,10.0
1989,073,Ohio,Hocking,5.0
1990,075,Ohio,Holmes,5.0
1991,077,Ohio,Huron,11.0
1992,079,Ohio,Jackson,9.0
1993,081,Ohio,Jefferson,13.0
1994,083,Ohio,Knox,9.0
1995,085,Ohio,Lake,34.0
1996,087,Ohio,Lawrence,9.0
1997,089,Ohio,Licking,19.0
1998,091,Ohio,Logan,12.0
1999,093,Ohio,Lorain,52.0
2000,095,Ohio,Lucas,73.0
2001,097,Ohio,Madison,7.0
2002,099,Ohio,Mahoning,39.0
2003,101,Ohio,Marion,12.0
2004,103,Ohio,Medina,25.0
2005,105,Ohio,Meigs,3.0
2006,107,Ohio,Mercer,6.0
2007,109,Ohio,Miami,9.0
2008,111,Ohio,Monroe,1.0
2009,113,Ohio,Montgomery,91.0
2010,115,Ohio,Morgan,3.0
2011,117,Ohio,Morrow,5.0
2012,119,Ohio,Muskingum,17.0
2013,121,Ohio,Noble,2.0
2014,123,Ohio,Ottawa,9.0
2015,125,Ohio,Paulding,3.0
2016,127,Ohio,Perry,6.0
2017,129,Ohio,Pickaway,8.0
2018,131,Ohio,Pike,4.0
2019,133,Ohio,Portage,24.0
2020,135,Ohio,Preble,4.0
2021,137,Ohio,Putnam,4.0
2022,139,Ohio,Richland,21.0
2023,141,Ohio,Ross,12.0
2024,143,Ohio,Sandusky,13.0
2025,145,Ohio,Scioto,11.0
2026,147,Ohio,Seneca,9.0
2027,149,Ohio,Shelby,4.0
2028,151,Ohio,Stark,82.0
2029,153,Ohio,Summit,93.0
2030,155,Ohio,Trumbull,35.0
2031,157,Ohio,Tuscarawas,16.0
2032,159,Ohio,Union,5.0
2033,161,Ohio,Van Wert,5.0
2034,163,Ohio,Vinton,3.0
2035,165,Ohio,Warren,26.0
2036,167,Ohio,Washington,13.0
2037,169,Ohio,Wayne,15.0
2038,171,Ohio,Williams,7.0
2039,173,Ohio,Wood,13.0
2040,175,Ohio,Wyandot,4.0
2041,001,Oklahoma,Adair,1.0
2042,003,Oklahoma,Alfalfa,
2043,005,Oklahoma,Atoka,2.0
2044,007,Oklahoma,Beaver,
2045,009,Oklahoma,Beckham,2.0
2046,011,Oklahoma,Blaine,
2047,013,Oklahoma,Bryan,3.0
2048,015,Oklahoma,Caddo,1.0
2049,017,Oklahoma,Canadian,6.0
2050,019,Oklahoma,Carter,2.0
2051,021,Oklahoma,Cherokee,3.0
2052,023,Oklahoma,Choctaw,1.0
2053,025,Oklahoma,Cimarron,
2054,027,Oklahoma,Cleveland,21.0
2055,029,Oklahoma,Coal,
2056,031,Oklahoma,Comanche,11.0
2057,033,Oklahoma,Cotton,
2058,035,Oklahoma,Craig,1.0
2059,037,Oklahoma,Creek,2.0
2060,039,Oklahoma,Custer,2.0
2061,041,Oklahoma,Delaware,1.0
2062,043,Oklahoma,Dewey,
2063,045,Oklahoma,Ellis,
2064,047,Oklahoma,Garfield,4.0
2065,049,Oklahoma,Garvin,2.0
2066,051,Oklahoma,Grady,2.0
2067,053,Oklahoma,Grant,
2068,055,Oklahoma,Greer,
2069,057,Oklahoma,Harmon,
2070,059,Oklahoma,Harper,
2071,061,Oklahoma,Haskell,1.0
2072,063,Oklahoma,Hughes,1.0
2073,065,Oklahoma,Jackson,2.0
2074,067,Oklahoma,Jefferson,
2075,069,Oklahoma,Johnston,
2076,071,Oklahoma,Kay,3.0
2077,073,Oklahoma,Kingfisher,
2078,075,Oklahoma,Kiowa,1.0
2079,077,Oklahoma,Latimer,
2080,079,Oklahoma,Le Flore,
2081,081,Oklahoma,Lincoln,
2082,083,Oklahoma,Logan,1.0
2083,085,Oklahoma,Love,1.0
2084,089,Oklahoma,McCurtain,1.0
2085,091,Oklahoma,McIntosh,1.0
2086,093,Oklahoma,Major,
2087,095,Oklahoma,Marshall,1.0
2088,097,Oklahoma,Mayes,1.0
2089,099,Oklahoma,Murray,
2090,101,Oklahoma,Muskogee,4.0
2091,103,Oklahoma,Noble,
2092,105,Oklahoma,Nowata,
2093,107,Oklahoma,Okfuskee,
2094,111,Oklahoma,Okmulgee,3.0
2095,113,Oklahoma,Osage,1.0
2096,115,Oklahoma,Ottawa,3.0
2097,117,Oklahoma,Pawnee,
2098,119,Oklahoma,Payne,9.0
2099,121,Oklahoma,Pittsburg,2.0
2100,123,Oklahoma,Pontotoc,2.0
2101,125,Oklahoma,Pottawatomie,3.0
2102,127,Oklahoma,Pushmataha,
2103,129,Oklahoma,Roger Mills,
2104,131,Oklahoma,Rogers,3.0
2105,133,Oklahoma,Seminole,
2106,135,Oklahoma,Sequoyah,
2107,137,Oklahoma,Stephens,3.0
2108,139,Oklahoma,Texas,2.0
2109,141,Oklahoma,Tillman,
2110,143,Oklahoma,Tulsa,62.0
2111,145,Oklahoma,Wagoner,2.0
2112,147,Oklahoma,Washington,3.0
2113,149,Oklahoma,Washita,
2114,151,Oklahoma,Woods,
2115,153,Oklahoma,Woodward,1.0
2116,001,Oregon,Baker,4.0
2117,003,Oregon,Benton,8.0
2118,005,Oregon,Clackamas,32.0
2119,007,Oregon,Clatsop,6.0
2120,009,Oregon,Columbia,2.0
2121,011,Oregon,Coos,7.0
2122,013,Oregon,Crook,1.0
2123,015,Oregon,Curry,2.0
2124,017,Oregon,Deschutes,13.0
2125,019,Oregon,Douglas,9.0
2126,021,Oregon,Gilliam,
2127,023,Oregon,Grant,
2128,025,Oregon,Harney,2.0
2129,027,Oregon,Hood River,4.0
2130,029,Oregon,Jackson,21.0
2131,031,Oregon,Jefferson,1.0
2132,033,Oregon,Josephine,7.0
2133,035,Oregon,Klamath,5.0
2134,037,Oregon,Lake,
2135,039,Oregon,Lane,33.0
2136,041,Oregon,Lincoln,7.0
2137,043,Oregon,Linn,12.0
2138,045,Oregon,Malheur,3.0
2139,047,Oregon,Marion,28.0
2140,049,Oregon,Morrow,
2141,051,Oregon,Multnomah,55.0
2142,053,Oregon,Polk,5.0
2143,055,Oregon,Sherman,
2144,057,Oregon,Tillamook,1.0
2145,059,Oregon,Umatilla,8.0
2146,061,Oregon,Union,3.0
2147,063,Oregon,Wallowa,1.0
2148,065,Oregon,Wasco,3.0
2149,067,Oregon,Washington,44.0
2150,069,Oregon,Wheeler,
2151,071,Oregon,Yamhill,7.0
2152,001,Pennsylvania,Adams,3.0
2153,003,Pennsylvania,Allegheny,142.0
2154,005,Pennsylvania,Armstrong,1.0
2155,007,Pennsylvania,Beaver,19.0
2156,009,Pennsylvania,Bedford,5.0
2157,011,Pennsylvania,Berks,28.0
2158,013,Pennsylvania,Blair,10.0
2159,015,Pennsylvania,Bradford,4.0
2160,017,Pennsylvania,Bucks,47.0
2161,019,Pennsylvania,Butler,21.0
2162,021,Pennsylvania,Cambria,20.0
2163,023,Pennsylvania,Cameron,1.0
2164,025,Pennsylvania,Carbon,6.0
2165,027,Pennsylvania,Centre,9.0
2166,029,Pennsylvania,Chester,55.0
2167,031,Pennsylvania,Clarion,4.0
2168,033,Pennsylvania,Clearfield,6.0
2169,035,Pennsylvania,Clinton,2.0
2170,037,Pennsylvania,Columbia,4.0
2171,039,Pennsylvania,Crawford,9.0
2172,041,Pennsylvania,Cumberland,25.0
2173,043,Pennsylvania,Dauphin,24.0
2174,045,Pennsylvania,Delaware,59.0
2175,047,Pennsylvania,Elk,4.0
2176,049,Pennsylvania,Erie,35.0
2177,051,Pennsylvania,Fayette,16.0
2178,053,Pennsylvania,Forest,
2179,055,Pennsylvania,Franklin,11.0
2180,057,Pennsylvania,Fulton,
2181,059,Pennsylvania,Greene,4.0
2182,061,Pennsylvania,Huntingdon,3.0
2183,063,Pennsylvania,Indiana,4.0
2184,065,Pennsylvania,Jefferson,4.0
2185,067,Pennsylvania,Juniata,
2186,069,Pennsylvania,Lackawanna,21.0
2187,071,Pennsylvania,Lancaster,29.0
2188,073,Pennsylvania,Lawrence,15.0
2189,075,Pennsylvania,Lebanon,8.0
2190,077,Pennsylvania,Lehigh,28.0
2191,079,Pennsylvania,Luzerne,29.0
2192,081,Pennsylvania,Lycoming,9.0
2193,083,Pennsylvania,McKean,4.0
2194,085,Pennsylvania,Mercer,18.0
2195,087,Pennsylvania,Mifflin,2.0
2196,089,Pennsylvania,Monroe,17.0
2197,091,Pennsylvania,Montgomery,85.0
2198,093,Pennsylvania,Montour,2.0
2199,095,Pennsylvania,Northampton,26.0
2200,097,Pennsylvania,Northumberland,7.0
2201,099,Pennsylvania,Perry,3.0
2202,101,Pennsylvania,Philadelphia,158.0
2203,103,Pennsylvania,Pike,2.0
2204,105,Pennsylvania,Potter,2.0
2205,107,Pennsylvania,Schuylkill,9.0
2206,109,Pennsylvania,Snyder,2.0
2207,111,Pennsylvania,Somerset,7.0
2208,113,Pennsylvania,Sullivan,
2209,115,Pennsylvania,Susquehanna,6.0
2210,117,Pennsylvania,Tioga,4.0
2211,119,Pennsylvania,Union,2.0
2212,121,Pennsylvania,Venango,5.0
2213,123,Pennsylvania,Warren,2.0
2214,125,Pennsylvania,Washington,23.0
2215,127,Pennsylvania,Wayne,5.0
2216,129,Pennsylvania,Westmoreland,32.0
2217,131,Pennsylvania,Wyoming,3.0
2218,133,Pennsylvania,York,28.0
2219,001,Rhode Island,Bristol,3.0
2220,003,Rhode Island,Kent,14.0
2221,005,Rhode Island,Newport,6.0
2222,007,Rhode Island,Providence,40.0
2223,009,Rhode Island,Washington,9.0
2224,001,South Carolina,Abbeville,8.0
2225,003,South Carolina,Aiken,31.0
2226,005,South Carolina,Allendale,2.0
2227,007,South Carolina,Anderson,49.0
2228,009,South Carolina,Bamberg,5.0
2229,011,South Carolina,Barnwell,4.0
2230,013,South Carolina,Beaufort,45.0
2231,015,South Carolina,Berkeley,42.0
2232,017,South Carolina,Calhoun,1.0
2233,019,South Carolina,Charleston,111.0
2234,021,South Carolina,Cherokee,11.0
2235,023,South Carolina,Chester,8.0
2236,025,South Carolina,Chesterfield,14.0
2237,027,South Carolina,Clarendon,7.0
2238,029,South Carolina,Colleton,10.0
2239,031,South Carolina,Darlington,15.0
2240,033,South Carolina,Dillon,8.0
2241,035,South Carolina,Dorchester,31.0
2242,037,South Carolina,Edgefield,4.0
2243,039,South Carolina,Fairfield,3.0
2244,041,South Carolina,Florence,49.0
2245,043,South Carolina,Georgetown,21.0
2246,045,South Carolina,Greenville,111.0
2247,047,South Carolina,Greenwood,20.0
2248,049,South Carolina,Hampton,5.0
2249,051,South Carolina,Horry,88.0
2250,053,South Carolina,Jasper,7.0
2251,055,South Carolina,Kershaw,6.0
2252,057,South Carolina,Lancaster,19.0
2253,059,South Carolina,Laurens,11.0
2254,061,South Carolina,Lee,5.0
2255,063,South Carolina,Lexington,58.0
2256,065,South Carolina,McCormick,4.0
2257,067,South Carolina,Marion,12.0
2258,069,South Carolina,Marlboro,7.0
2259,071,South Carolina,Newberry,10.0
2260,073,South Carolina,Oconee,20.0
2261,075,South Carolina,Orangeburg,17.0
2262,077,South Carolina,Pickens,31.0
2263,079,South Carolina,Richland,83.0
2264,081,South Carolina,Saluda,5.0
2265,083,South Carolina,Spartanburg,61.0
2266,085,South Carolina,Sumter,17.0
2267,087,South Carolina,Union,11.0
2268,089,South Carolina,Williamsburg,12.0
2269,091,South Carolina,York,50.0
2270,003,South Dakota,Aurora,1.0
2271,005,South Dakota,Beadle,5.0
2272,007,South Dakota,Bennett,2.0
2273,009,South Dakota,Bon Homme,
2274,011,South Dakota,Brookings,2.0
2275,013,South Dakota,Brown,2.0
2276,015,South Dakota,Brule,1.0
2277,017,South Dakota,Buffalo,1.0
2278,019,South Dakota,Butte,3.0
2279,021,South Dakota,Campbell,
2280,023,South Dakota,Charles Mix,
2281,025,South Dakota,Clark,1.0
2282,027,South Dakota,Clay,2.0
2283,029,South Dakota,Codington,1.0
2284,031,South Dakota,Corson,1.0
2285,033,South Dakota,Custer,1.0
2286,035,South Dakota,Davison,4.0
2287,037,South Dakota,Day,
2288,039,South Dakota,Deuel,
2289,041,South Dakota,Dewey,2.0
2290,043,South Dakota,Douglas,
2291,045,South Dakota,Edmunds,
2292,047,South Dakota,Fall River,1.0
2293,049,South Dakota,Faulk,
2294,051,South Dakota,Grant,
2295,053,South Dakota,Gregory,
2296,055,South Dakota,Haakon,
2297,057,South Dakota,Hamlin,1.0
2298,059,South Dakota,Hand,
2299,061,South Dakota,Hanson,
2300,063,South Dakota,Harding,1.0
2301,065,South Dakota,Hughes,2.0
2302,067,South Dakota,Hutchinson,
2303,069,South Dakota,Hyde,
2304,071,South Dakota,Jackson,1.0
2305,073,South Dakota,Jerauld,2.0
2306,075,South Dakota,Jones,
2307,077,South Dakota,Kingsbury,3.0
2308,079,South Dakota,Lake,1.0
2309,081,South Dakota,Lawrence,4.0
2310,083,South Dakota,Lincoln,1.0
2311,085,South Dakota,Lyman,
2312,087,South Dakota,McCook,
2313,089,South Dakota,McPherson,
2314,091,South Dakota,Marshall,
2315,093,South Dakota,Meade,2.0
2316,095,South Dakota,Mellette,1.0
2317,097,South Dakota,Miner,1.0
2318,099,South Dakota,Minnehaha,8.0
2319,101,South Dakota,Moody,
2320,103,South Dakota,Pennington,8.0
2321,105,South Dakota,Perkins,1.0
2322,107,South Dakota,Potter,
2323,109,South Dakota,Roberts,1.0
2324,111,South Dakota,Sanborn,1.0
2325,115,South Dakota,Spink,
2326,117,South Dakota,Stanley,
2327,119,South Dakota,Sully,
2328,121,South Dakota,Todd,1.0
2329,123,South Dakota,Tripp,
2330,125,South Dakota,Turner,1.0
2331,127,South Dakota,Union,2.0
2332,129,South Dakota,Walworth,1.0
2333,135,South Dakota,Yankton,2.0
2334,137,South Dakota,Ziebach,
2335,001,Tennessee,Anderson,7.0
2336,003,Tennessee,Bedford,4.0
2337,005,Tennessee,Benton,1.0
2338,007,Tennessee,Bledsoe,
2339,009,Tennessee,Blount,12.0
2340,011,Tennessee,Bradley,13.0
2341,013,Tennessee,Campbell,5.0
2342,015,Tennessee,Cannon,1.0
2343,017,Tennessee,Carroll,3.0
2344,019,Tennessee,Carter,6.0
2345,021,Tennessee,Cheatham,1.0
2346,023,Tennessee,Chester,
2347,025,Tennessee,Claiborne,5.0
2348,027,Tennessee,Clay,1.0
2349,029,Tennessee,Cocke,8.0
2350,031,Tennessee,Coffee,8.0
2351,033,Tennessee,Crockett,
2352,035,Tennessee,Cumberland,2.0
2353,037,Tennessee,Davidson,95.0
2354,039,Tennessee,Decatur,
2355,043,Tennessee,Dickson,2.0
2356,045,Tennessee,Dyer,3.0
2357,047,Tennessee,Fayette,2.0
2358,049,Tennessee,Fentress,2.0
2359,051,Tennessee,Franklin,3.0
2360,053,Tennessee,Gibson,7.0
2361,055,Tennessee,Giles,3.0
2362,057,Tennessee,Grainger,4.0
2363,059,Tennessee,Greene,9.0
2364,061,Tennessee,Grundy,
2365,063,Tennessee,Hamblen,12.0
2366,065,Tennessee,Hamilton,64.0
2367,067,Tennessee,Hancock,2.0
2368,069,Tennessee,Hardeman,1.0
2369,071,Tennessee,Hardin,10.0
2370,073,Tennessee,Hawkins,9.0
2371,075,Tennessee,Haywood,2.0
2372,077,Tennessee,Henderson,3.0
2373,079,Tennessee,Henry,4.0
2374,081,Tennessee,Hickman,1.0
2375,083,Tennessee,Houston,
2376,085,Tennessee,Humphreys,1.0
2377,087,Tennessee,Jackson,
2378,089,Tennessee,Jefferson,4.0
2379,091,Tennessee,Johnson,3.0
2380,093,Tennessee,Knox,75.0
2381,095,Tennessee,Lake,
2382,097,Tennessee,Lauderdale,2.0
2383,099,Tennessee,Lawrence,3.0
2384,101,Tennessee,Lewis,2.0
2385,103,Tennessee,Lincoln,3.0
2386,105,Tennessee,Loudon,5.0
2387,107,Tennessee,McMinn,8.0
2388,109,Tennessee,McNairy,6.0
2389,111,Tennessee,Macon,2.0
2390,113,Tennessee,Madison,13.0
2391,115,Tennessee,Marion,3.0
2392,117,Tennessee,Marshall,7.0
2393,119,Tennessee,Maury,11.0
2394,121,Tennessee,Meigs,
2395,123,Tennessee,Monroe,8.0
2396,125,Tennessee,Montgomery,17.0
2397,127,Tennessee,Moore,
2398,129,Tennessee,Morgan,2.0
2399,131,Tennessee,Obion,3.0
2400,133,Tennessee,Overton,1.0
2401,135,Tennessee,Perry,
2402,137,Tennessee,Pickett,
2403,139,Tennessee,Polk,
2404,141,Tennessee,Putnam,10.0
2405,143,Tennessee,Rhea,3.0
2406,145,Tennessee,Roane,4.0
2407,147,Tennessee,Robertson,6.0
2408,149,Tennessee,Rutherford,34.0
2409,151,Tennessee,Scott,6.0
2410,153,Tennessee,Sequatchie,2.0
2411,155,Tennessee,Sevier,16.0
2412,157,Tennessee,Shelby,84.0
2413,159,Tennessee,Smith,1.0
2414,161,Tennessee,Stewart,
2415,163,Tennessee,Sullivan,25.0
2416,165,Tennessee,Sumner,16.0
2417,167,Tennessee,Tipton,3.0
2418,169,Tennessee,Trousdale,1.0
2419,171,Tennessee,Unicoi,4.0
2420,173,Tennessee,Union,1.0
2421,175,Tennessee,Van Buren,1.0
2422,177,Tennessee,Warren,4.0
2423,179,Tennessee,Washington,20.0
2424,181,Tennessee,Wayne,3.0
2425,183,Tennessee,Weakley,3.0
2426,185,Tennessee,White,2.0
2427,187,Tennessee,Williamson,38.0
2428,189,Tennessee,Wilson,11.0
2429,001,Texas,Anderson,6.0
2430,003,Texas,Andrews,1.0
2431,005,Texas,Angelina,10.0
2432,007,Texas,Aransas,6.0
2433,009,Texas,Archer,2.0
2434,011,Texas,Armstrong,
2435,013,Texas,Atascosa,4.0
2436,015,Texas,Austin,5.0
2437,017,Texas,Bailey,4.0
2438,019,Texas,Bandera,2.0
2439,021,Texas,Bastrop,11.0
2440,023,Texas,Baylor,3.0
2441,025,Texas,Bee,5.0
2442,027,Texas,Bell,23.0
2443,029,Texas,Bexar,181.0
2444,031,Texas,Blanco,
2445,033,Texas,Borden,
2446,035,Texas,Bosque,1.0
2447,037,Texas,Bowie,13.0
2448,039,Texas,Brazoria,48.0
2449,041,Texas,Brazos,32.0
2450,043,Texas,Brewster,1.0
2451,045,Texas,Briscoe,
2452,047,Texas,Brooks,2.0
2453,049,Texas,Brown,6.0
2454,051,Texas,Burleson,1.0
2455,053,Texas,Burnet,9.0
2456,055,Texas,Caldwell,6.0
2457,057,Texas,Calhoun,6.0
2458,059,Texas,Callahan,3.0
2459,061,Texas,Cameron,38.0
2460,063,Texas,Camp,1.0
2461,065,Texas,Carson,1.0
2462,067,Texas,Cass,4.0
2463,069,Texas,Castro,1.0
2464,071,Texas,Chambers,5.0
2465,073,Texas,Cherokee,7.0
2466,075,Texas,Childress,4.0
2467,077,Texas,Clay,2.0
2468,079,Texas,Cochran,1.0
2469,081,Texas,Coke,
2470,083,Texas,Coleman,3.0
2471,085,Texas,Collin,109.0
2472,087,Texas,Collingsworth,2.0
2473,089,Texas,Colorado,1.0
2474,091,Texas,Comal,20.0
2475,093,Texas,Comanche,1.0
2476,095,Texas,Concho,
2477,097,Texas,Cooke,5.0
2478,099,Texas,Coryell,6.0
2479,101,Texas,Cottle,
2480,103,Texas,Crane,1.0
2481,105,Texas,Crockett,
2482,107,Texas,Crosby,
2483,109,Texas,Culberson,
2484,111,Texas,Dallam,1.0
2485,113,Texas,Dallas,237.0
2486,115,Texas,Dawson,2.0
2487,117,Texas,Deaf Smith,3.0
2488,119,Texas,Delta,
2489,121,Texas,Denton,77.0
2490,125,Texas,Dickens,
2491,127,Texas,Dimmit,5.0
2492,129,Texas,Donley,
2493,131,Texas,Duval,2.0
2494,133,Texas,Eastland,3.0
2495,135,Texas,Ector,16.0
2496,137,Texas,Edwards,
2497,139,Texas,Ellis,18.0
2498,141,Texas,El Paso,64.0
2499,143,Texas,Erath,5.0
2500,145,Texas,Falls,2.0
2501,147,Texas,Fannin,3.0
2502,149,Texas,Fayette,2.0
2503,151,Texas,Fisher,1.0
2504,153,Texas,Floyd,1.0
2505,155,Texas,Foard,
2506,157,Texas,Fort Bend,87.0
2507,159,Texas,Franklin,3.0
2508,161,Texas,Freestone,2.0
2509,163,Texas,Frio,2.0
2510,165,Texas,Gaines,1.0
2511,167,Texas,Galveston,42.0
2512,169,Texas,Garza,
2513,171,Texas,Gillespie,4.0
2514,173,Texas,Glasscock,
2515,175,Texas,Goliad,
2516,177,Texas,Gonzales,2.0
2517,179,Texas,Gray,3.0
2518,181,Texas,Grayson,22.0
2519,183,Texas,Gregg,25.0
2520,185,Texas,Grimes,2.0
2521,187,Texas,Guadalupe,10.0
2522,189,Texas,Hale,5.0
2523,191,Texas,Hall,
2524,193,Texas,Hamilton,
2525,195,Texas,Hansford,2.0
2526,197,Texas,Hardeman,2.0
2527,199,Texas,Hardin,8.0
2528,201,Texas,Harris,451.0
2529,203,Texas,Harrison,5.0
2530,205,Texas,Hartley,1.0
2531,207,Texas,Haskell,2.0
2532,209,Texas,Hays,22.0
2533,211,Texas,Hemphill,2.0
2534,213,Texas,Henderson,15.0
2535,215,Texas,Hidalgo,69.0
2536,217,Texas,Hill,4.0
2537,219,Texas,Hockley,5.0
2538,221,Texas,Hood,4.0
2539,223,Texas,Hopkins,5.0
2540,225,Texas,Houston,5.0
2541,227,Texas,Howard,4.0
2542,229,Texas,Hudspeth,
2543,231,Texas,Hunt,8.0
2544,233,Texas,Hutchinson,3.0
2545,235,Texas,Irion,
2546,237,Texas,Jack,1.0
2547,239,Texas,Jackson,2.0
2548,241,Texas,Jasper,5.0
2549,243,Texas,Jeff Davis,1.0
2550,245,Texas,Jefferson,27.0
2551,247,Texas,Jim Hogg,
2552,249,Texas,Jim Wells,4.0
2553,251,Texas,Johnson,20.0
2554,253,Texas,Jones,1.0
2555,255,Texas,Karnes,4.0
2556,257,Texas,Kaufman,12.0
2557,259,Texas,Kendall,5.0
2558,261,Texas,Kenedy,
2559,263,Texas,Kent,
2560,265,Texas,Kerr,9.0
2561,267,Texas,Kimble,1.0
2562,269,Texas,King,
2563,271,Texas,Kinney,
2564,273,Texas,Kleberg,5.0
2565,275,Texas,Knox,1.0
2566,277,Texas,Lamar,8.0
2567,279,Texas,Lamb,1.0
2568,281,Texas,Lampasas,2.0
2569,283,Texas,La Salle,1.0
2570,285,Texas,Lavaca,1.0
2571,287,Texas,Lee,
2572,289,Texas,Leon,1.0
2573,291,Texas,Liberty,8.0
2574,293,Texas,Limestone,5.0
2575,295,Texas,Lipscomb,
2576,297,Texas,Live Oak,
2577,299,Texas,Llano,1.0
2578,301,Texas,Loving,
2579,303,Texas,Lubbock,34.0
2580,305,Texas,Lynn,
2581,307,Texas,McCulloch,2.0
2582,309,Texas,McLennan,27.0
2583,311,Texas,McMullen,
2584,313,Texas,Madison,1.0
2585,315,Texas,Marion,
2586,317,Texas,Martin,1.0
2587,319,Texas,Mason,
2588,321,Texas,Matagorda,5.0
2589,323,Texas,Maverick,5.0
2590,325,Texas,Medina,1.0
2591,327,Texas,Menard,
2592,329,Texas,Midland,11.0
2593,331,Texas,Milam,3.0
2594,333,Texas,Mills,1.0
2595,335,Texas,Mitchell,1.0
2596,337,Texas,Montague,2.0
2597,339,Texas,Montgomery,61.0
2598,341,Texas,Moore,2.0
2599,343,Texas,Morris,1.0
2600,345,Texas,Motley,
2601,347,Texas,Nacogdoches,5.0
2602,349,Texas,Navarro,6.0
2603,351,Texas,Newton,2.0
2604,353,Texas,Nolan,3.0
2605,355,Texas,Nueces,38.0
2606,357,Texas,Ochiltree,4.0
2607,359,Texas,Oldham,
2608,361,Texas,Orange,10.0
2609,363,Texas,Palo Pinto,3.0
2610,365,Texas,Panola,2.0
2611,367,Texas,Parker,15.0
2612,369,Texas,Parmer,2.0
2613,371,Texas,Pecos,2.0
2614,373,Texas,Polk,4.0
2615,375,Texas,Potter,17.0
2616,377,Texas,Presidio,1.0
2617,379,Texas,Rains,1.0
2618,381,Texas,Randall,11.0
2619,383,Texas,Reagan,1.0
2620,385,Texas,Real,
2621,387,Texas,Red River,2.0
2622,389,Texas,Reeves,2.0
2623,391,Texas,Refugio,
2624,393,Texas,Roberts,
2625,395,Texas,Robertson,3.0
2626,397,Texas,Rockwall,11.0
2627,399,Texas,Runnels,3.0
2628,401,Texas,Rusk,6.0
2629,403,Texas,Sabine,1.0
2630,405,Texas,San Augustine,2.0
2631,407,Texas,San Jacinto,3.0
2632,409,Texas,San Patricio,9.0
2633,411,Texas,San Saba,1.0
2634,413,Texas,Schleicher,1.0
2635,415,Texas,Scurry,2.0
2636,417,Texas,Shackelford,
2637,419,Texas,Shelby,4.0
2638,421,Texas,Sherman,
2639,423,Texas,Smith,28.0
2640,425,Texas,Somervell,
2641,427,Texas,Starr,4.0
2642,429,Texas,Stephens,1.0
2643,431,Texas,Sterling,
2644,433,Texas,Stonewall,1.0
2645,435,Texas,Sutton,
2646,437,Texas,Swisher,1.0
2647,439,Texas,Tarrant,207.0
2648,441,Texas,Taylor,13.0
2649,443,Texas,Terrell,
2650,445,Texas,Terry,4.0
2651,447,Texas,Throckmorton,
2652,449,Texas,Titus,4.0
2653,451,Texas,Tom Green,9.0
2654,453,Texas,Travis,115.0
2655,455,Texas,Trinity,3.0
2656,457,Texas,Tyler,2.0
2657,459,Texas,Upshur,1.0
2658,461,Texas,Upton,2.0
2659,463,Texas,Uvalde,3.0
2660,465,Texas,Val Verde,4.0
2661,467,Texas,Van Zandt,8.0
2662,469,Texas,Victoria,9.0
2663,471,Texas,Walker,9.0
2664,473,Texas,Waller,4.0
2665,475,Texas,Ward,2.0
2666,477,Texas,Washington,5.0
2667,479,Texas,Webb,22.0
2668,481,Texas,Wharton,5.0
2669,483,Texas,Wheeler,2.0
2670,485,Texas,Wichita,18.0
2671,487,Texas,Wilbarger,7.0
2672,489,Texas,Willacy,1.0
2673,491,Texas,Williamson,53.0
2674,493,Texas,Wilson,8.0
2675,495,Texas,Winkler,
2676,497,Texas,Wise,6.0
2677,499,Texas,Wood,7.0
2678,501,Texas,Yoakum,
2679,503,Texas,Young,3.0
2680,505,Texas,Zapata,2.0
2681,507,Texas,Zavala,1.0
2682,001,Utah,Beaver,1.0
2683,003,Utah,Box Elder,2.0
2684,005,Utah,Cache,7.0
