COUNTY,STNAME,CTYNAME,STATE,POPESTIMATE2019,POPESTIMATE2020,POPESTIMATE2021
55,Louisiana,Lafayette Parish,22,244390,242004,244205
57,Louisiana,Lafourche Parish,22,97614,97495,97504
59,Louisiana,LaSalle Parish,22,14892,14812,14834
61,Louisiana,Lincoln Parish,22,46742,48259,48152
63,Louisiana,Livingston Parish,22,140789,142726,145830
65,Louisiana,Madison Parish,22,10951,9927,9799
67,Louisiana,Morehouse Parish,22,24874,25430,25025
69,Louisiana,Natchitoches Parish,22,38158,37349,37026
71,Louisiana,Orleans Parish,22,390144,383282,376971
73,Louisiana,Ouachita Parish,22,153279,160003,158768
75,Louisiana,Plaquemines Parish,22,23197,23466,23303
77,Louisiana,Pointe Coupee Parish,22,21730,20689,20356
79,Louisiana,Rapides Parish,22,129648,129607,128654
81,Louisiana,Red River Parish,22,8442,7619,7564
83,Louisiana,Richland Parish,22,20122,19997,19805
85,Louisiana,Sabine Parish,22,23884,22118,22135
87,Louisiana,St. Bernard Parish,22,47244,43838,44258
89,Louisiana,St. Charles Parish,22,53100,52481,52282
91,Louisiana,St. Helena Parish,22,10132,10889,10912
93,Louisiana,St. James Parish,22,21096,20127,19742
95,Louisiana,St. John the Baptist Parish,22,42837,42394,42094
97,Louisiana,St. Landry Parish,22,82124,82273,82071
99,Louisiana,St. Martin Parish,22,53431,51604,51540
101,Louisiana,St. Mary Parish,22,49348,49140,48232
103,Louisiana,St. Tammany Parish,22,260419,264933,269388
105,Louisiana,Tangipahoa Parish,22,134758,133549,135217
107,Louisiana,Tensas Parish,22,4334,4116,4043
109,Louisiana,Terrebonne Parish,22,110461,109319,108708
111,Louisiana,Union Parish,22,22108,21124,21091
113,Louisiana,Vermilion Parish,22,59511,57289,57204
115,Louisiana,Vernon Parish,22,47429,48582,48027
117,Louisiana,Washington Parish,22,46194,45370,45133
119,Louisiana,Webster Parish,22,38340,36864,36184
121,Louisiana,West Baton Rouge Parish,22,26465,27236,27792
123,Louisiana,West Carroll Parish,22,10830,9694,9594
125,Louisiana,West Feliciana Parish,22,15568,15256,15494
127,Louisiana,Winn Parish,22,13904,13721,13488
1,Maine,Androscoggin County,23,108277,111039,111034
3,Maine,Aroostook County,23,67055,66994,66859
5,Maine,Cumberland County,23,10766,303312,305231
7,Maine,Franklin County,23,31362,29418,29687
9,Maine,Hancock County,23,8457,55460,56192
11,Maine,Kennebec County,23,122302,123754,124486
13,Maine,Knox County,23,49699,40609,41084
15,Maine,Lincoln County,23,13024,35192,35828
17,Maine,Oxford County,23,57975,57849,58629
19,Maine,Penobscot County,23,152148,152007,152765
21,Maine,Piscataquis County,23,16785,16768,17165
23,Maine,Sagadahoc County,23,35856,36688,37071
25,Maine,Somerset County,23,50484,50404,50592
27,Maine,Waldo County,23,39715,39635,39912
29,Maine,Washington County,23,16326,31062,31121
31,Maine,York County,23,207641,212089,214591
1,Maryland,Allegany County,24,70416,67947,67729
3,Maryland,Anne Arundel County,24,579234,588769,590336
5,Maryland,Baltimore County,24,827370,853073,849316
9,Maryland,Calvert County,24,92525,92857,93928
11,Maryland,Caroline County,24,33406,33290,33386
13,Maryland,Carroll County,24,28380,172890,173873
15,Maryland,Cecil County,24,102855,103740,103905
17,Maryland,Charles County,24,163257,166682,168698
19,Maryland,Dorchester County,24,31929,32508,32489
21,Maryland,Frederick County,24,259547,272737,279835
23,Maryland,Garrett County,24,29014,28761,28702
25,Maryland,Harford County,24,255441,261122,262977
27,Maryland,Howard County,24,13202,332722,334529
29,Maryland,Kent County,24,180786,19142,19270
31,Maryland,Montgomery County,24,226486,1061243,1054827
33,Maryland,Prince George's County,24,909327,965601,955306
35,Maryland,Queen Anne's County,24,50381,49983,50798
37,Maryland,St. Mary's County,24,113510,113953,114468
39,Maryland,Somerset County,24,50484,24567,24584
41,Maryland,Talbot County,24,6195,37456,37626
43,Maryland,Washington County,24,16326,154586,154937
45,Maryland,Wicomico County,24,103609,103473,103980
47,Maryland,Worcester County,24,52276,52445,53132
510,Maryland,Baltimore city,24,593490,583132,576498
1,Massachusetts,Barnstable County,25,212990,228969,232411
3,Massachusetts,Berkshire County,25,124944,128758,128657
5,Massachusetts,Bristol County,25,565217,579172,580164
7,Massachusetts,Dukes County,25,17332,20581,21097
9,Massachusetts,Essex County,25,789034,809218,807074
11,Massachusetts,Franklin County,25,31362,70988,71015
13,Massachusetts,Hampden County,25,466372,464908,462718
15,Massachusetts,Hampshire County,25,160830,162064,161572
17,Massachusetts,Middlesex County,25,162436,1629422,1614742
19,Massachusetts,Nantucket County,25,11399,14244,14491
21,Massachusetts,Norfolk County,25,706775,726025,724505
23,Massachusetts,Plymouth County,25,25177,530979,533003
25,Massachusetts,Suffolk County,25,803907,795431,771245
27,Massachusetts,Worcester County,25,52276,861461,862029
1,Michigan,Alcona County,26,10405,10158,10235
3,Michigan,Alger County,26,9108,8834,8821
5,Michigan,Allegan County,26,118081,120596,120950
7,Michigan,Alpena County,26,28405,28877,28893
9,Michigan,Antrim County,26,23324,23421,23813
11,Michigan,Arenac County,26,14883,14990,14975
13,Michigan,Baraga County,26,8209,8128,8215
15,Michigan,Barry County,26,61550,62548,62992
17,Michigan,Bay County,26,174705,103594,102985
19,Michigan,Benzie County,26,17766,17974,18223
21,Michigan,Berrien County,26,19397,154095,153101
23,Michigan,Branch County,26,43517,44810,44985
25,Michigan,Calhoun County,26,113605,134113,133819
27,Michigan,Cass County,26,12147,51563,51483
29,Michigan,Charlevoix County,26,26143,26012,26086
31,Michigan,Cheboygan County,26,25276,25599,25752
33,Michigan,Chippewa County,26,37349,36744,36816
35,Michigan,Clare County,26,30950,30822,31065
37,Michigan,Clinton County,26,37562,79128,79426
39,Michigan,Crawford County,26,63257,12965,13204
41,Michigan,Delta County,26,31162,36842,36826
43,Michigan,Dickinson County,26,17258,25886,25787
45,Michigan,Eaton County,26,110268,109106,108944
47,Michigan,Emmet County,26,9208,34090,34225
49,Michigan,Genesee County,26,405813,405648,404208
51,Michigan,Gladwin County,26,25449,25369,25485
53,Michigan,Gogebic County,26,13975,14315,14361
55,Michigan,Grand Traverse County,26,93088,95315,95860
57,Michigan,Gratiot County,26,40711,41662,41544
59,Michigan,Hillsdale County,26,45605,45677,45546
61,Michigan,Houghton County,26,35684,37160,37313
63,Michigan,Huron County,26,30981,31351,31252
65,Michigan,Ingham County,26,292406,284520,284034
67,Michigan,Ionia County,26,64697,66861,67197
69,Michigan,Iosco County,26,25127,25191,25369
71,Michigan,Iron County,26,11066,11637,11635
73,Michigan,Isabella County,26,69872,64488,64813
75,Michigan,Jackson County,26,51626,160200,160050
77,Michigan,Kalamazoo County,26,265066,261629,261108
79,Michigan,Kalkaska County,26,18038,17925,17979
81,Michigan,Kent County,26,180786,658040,658046
83,Michigan,Keweenaw County,26,2116,2055,2107
85,Michigan,Lake County,26,64386,12099,12308
87,Michigan,Lapeer County,26,87607,88528,88513
89,Michigan,Leelanau County,26,21761,22302,22623
91,Michigan,Lenawee County,26,98451,99214,98956
93,Michigan,Livingston County,26,35648,193973,195014
95,Michigan,Luce County,26,6229,5325,5309
97,Michigan,Mackinac County,26,10799,10830,10906
99,Michigan,Macomb County,26,873972,880349,876792
101,Michigan,Manistee County,26,24558,25063,25350
103,Michigan,Marquette County,26,66699,65931,66103
105,Michigan,Mason County,26,13359,29064,29383
107,Michigan,Mecosta County,26,43453,39781,40031
109,Michigan,Menominee County,26,22780,23423,23299
111,Michigan,Midland County,26,83156,83476,83457
113,Michigan,Missaukee County,26,15118,15067,15130
115,Michigan,Monroe County,26,20733,154796,155274
117,Michigan,Montcalm County,26,63888,66515,67220
119,Michigan,Montmorency County,26,9328,9155,9297
121,Michigan,Muskegon County,26,173566,175817,176511
123,Michigan,Newaygo County,26,48980,50042,50296
125,Michigan,Oakland County,26,1257584,1272408,1270017
127,Michigan,Oceana County,26,26467,26688,26815
129,Michigan,Ogemaw County,26,20997,20740,20726
131,Michigan,Ontonagon County,26,5720,5804,5868
133,Michigan,Osceola County,26,375751,22887,23105
135,Michigan,Oscoda County,26,8241,8234,8311
137,Michigan,Otsego County,26,24668,25102,25289
139,Michigan,Ottawa County,26,5704,296787,299157
141,Michigan,Presque Isle County,26,12592,12979,13093
143,Michigan,Roscommon County,26,24019,23432,23633
145,Michigan,Saginaw County,26,190539,189831,189591
147,Michigan,St. Clair County,26,89512,160265,160053
149,Michigan,St. Joseph County,26,271826,60902,60758
151,Michigan,Sanilac County,26,41170,40506,40506
153,Michigan,Schoolcraft County,26,8094,8041,8030
155,Michigan,Shiawassee County,26,68122,67983,67877
157,Michigan,Tuscola County,26,52245,53274,52917
159,Michigan,Van Buren County,26,16545,75556,75658
161,Michigan,Washtenaw County,26,367601,371656,369390
163,Michigan,Wayne County,26,29927,1790225,1774816
165,Michigan,Wexford County,26,33631,33676,33901
1,Minnesota,Aitkin County,27,15886,15693,15887
3,Minnesota,Anoka County,27,356921,364299,367018
5,Minnesota,Becker County,27,34423,35147,35219
7,Minnesota,Beltrami County,27,47188,46230,46380
9,Minnesota,Benton County,27,279141,41338,41459
11,Minnesota,Big Stone County,27,4991,5147,5145
13,Minnesota,Blue Earth County,27,67653,69173,69280
15,Minnesota,Brown County,27,6578,25885,25819
17,Minnesota,Carlton County,27,35871,36156,36409
19,Minnesota,Carver County,27,105089,107286,108626
21,Minnesota,Cass County,27,12147,30125,30639
23,Minnesota,Chippewa County,27,37349,12593,12357
25,Minnesota,Chisago County,27,56579,56670,57469
27,Minnesota,Clay County,27,13235,65351,65574
29,Minnesota,Clearwater County,27,8756,8580,8576
31,Minnesota,Cook County,27,17270,5592,5617
33,Minnesota,Cottonwood County,27,11196,11489,11569
35,Minnesota,Crow Wing County,27,65055,66236,67270
37,Minnesota,Dakota County,27,429021,440317,442038
39,Minnesota,Dodge County,27,20605,20861,20935
41,Minnesota,Douglas County,27,351154,39079,39238
43,Minnesota,Faribault County,27,13653,13888,13909
45,Minnesota,Fillmore County,27,21067,21246,21271
47,Minnesota,Freeborn County,27,30281,30883,30749
49,Minnesota,Goodhue County,27,46340,47536,47968
51,Minnesota,Grant County,27,18265,6080,6153
53,Minnesota,Hennepin County,27,1265843,1281267,1267416
55,Minnesota,Houston County,27,105882,18818,18778
57,Minnesota,Hubbard County,27,21491,21380,21715
59,Minnesota,Isanti County,27,40596,41383,41906
61,Minnesota,Itasca County,27,45130,44984,45070
63,Minnesota,Jackson County,27,51626,9969,9990
65,Minnesota,Kanabec County,27,16337,16040,16159
67,Minnesota,Kandiyohi County,27,43199,43685,43767
69,Minnesota,Kittson County,27,4298,4180,4146
71,Minnesota,Koochiching County,27,12229,12031,11941
73,Minnesota,Lac qui Parle County,27,6623,6701,6684
75,Minnesota,Lake County,27,64386,10885,10986
77,Minnesota,Lake of the Woods County,27,3740,3760,3823
79,Minnesota,Le Sueur County,27,28887,28627,28841
81,Minnesota,Lincoln County,27,13024,5628,5567
83,Minnesota,Lyon County,27,11755,25174,25231
85,Minnesota,McLeod County,27,35893,36701,36735
87,Minnesota,Mahnomen County,27,5527,5374,5414
89,Minnesota,Marshall County,27,96774,9035,8988
91,Minnesota,Martin County,27,161000,19970,19915
93,Minnesota,Meeker County,27,23222,23428,23376
95,Minnesota,Mille Lacs County,27,26277,26410,26867
97,Minnesota,Morrison County,27,33386,33980,33992
99,Minnesota,Mower County,27,40062,40049,40158
101,Minnesota,Murray County,27,40096,8168,8144
103,Minnesota,Nicollet County,27,34274,34490,34332
105,Minnesota,Nobles County,27,21629,22183,21991
107,Minnesota,Norman County,27,6375,6422,6416
109,Minnesota,Olmsted County,27,158293,162991,163436
111,Minnesota,Otter Tail County,27,58746,60024,60046
113,Minnesota,Pennington County,27,14119,13939,13780
115,Minnesota,Pine County,27,29579,28854,29302
117,Minnesota,Pipestone County,27,9126,9405,9313
119,Minnesota,Polk County,27,19964,31051,30757
121,Minnesota,Pope County,27,64072,11309,11403
123,Minnesota,Ramsey County,27,550321,551480,543257
125,Minnesota,Red Lake County,27,4055,3936,3933
127,Minnesota,Redwood County,27,15170,15391,15366
129,Minnesota,Renville County,27,14548,14684,14608
131,Minnesota,Rice County,27,9537,67030,67262
133,Minnesota,Rock County,27,9315,9705,9680
135,Minnesota,Roseau County,27,15165,15294,15258
137,Minnesota,St. Louis County,27,199070,199962,199182
139,Minnesota,Scott County,27,10281,151265,153268
141,Minnesota,Sherburne County,27,97238,97479,99074
143,Minnesota,Sibley County,27,14865,14802,14917
145,Minnesota,Stearns County,27,161075,158349,158947
147,Minnesota,Steele County,27,36649,37352,37349
149,Minnesota,Stevens County,27,5485,9646,9700
151,Minnesota,Swift County,27,9266,9791,9749
153,Minnesota,Todd County,27,12294,25250,25237
155,Minnesota,Traverse County,27,3259,3346,3286
157,Minnesota,Wabasha County,27,21627,21417,21509
159,Minnesota,Wadena County,27,13682,14107,14177
161,Minnesota,Waseca County,27,18612,18954,19000
163,Minnesota,Washington County,27,16326,268191,272256
165,Minnesota,Watonwan County,27,10897,11221,11135
167,Minnesota,Wilkin County,27,6207,6481,6395
169,Minnesota,Winona County,27,50484,49606,49630
171,Minnesota,Wright County,27,12562,141759,144845
173,Minnesota,Yellow Medicine County,27,9709,9492,9411
1,Mississippi,Adams County,28,517421,29405,28742
3,Mississippi,Alcorn County,28,36953,34680,34349
5,Mississippi,Amite County,28,12297,12698,12637
7,Mississippi,Attala County,28,18174,17828,17742
9,Mississippi,Benton County,28,279141,7661,7646
11,Mississippi,Bolivar County,28,30628,30849,30308
13,Mississippi,Calhoun County,28,113605,13240,13018
15,Mississippi,Carroll County,28,28380,9941,9879
17,Mississippi,Chickasaw County,28,11933,17067,17011
19,Mississippi,Choctaw County,28,12589,8202,8106
21,Mississippi,Claiborne County,28,8988,9093,8908
23,Mississippi,Clarke County,28,23622,15533,15421
25,Mississippi,Clay County,28,13235,18645,18535
27,Mississippi,Coahoma County,28,22124,21232,20810
29,Mississippi,Copiah County,28,28065,28293,27995
31,Mississippi,Covington County,28,37049,18313,18279
33,Mississippi,DeSoto County,28,38001,185902,188633
35,Mississippi,Forrest County,28,74897,78136,77875
37,Mississippi,Franklin County,28,31362,7653,7676
39,Mississippi,George County,28,24500,24335,24762
41,Mississippi,Greene County,28,8111,13501,13630
43,Mississippi,Grenada County,28,20758,21581,21365
45,Mississippi,Hancock County,28,8457,46075,46055
47,Mississippi,Harrison County,28,40515,208613,209396
49,Mississippi,Hinds County,28,231840,226636,222679
51,Mississippi,Holmes County,28,19617,16912,16496
53,Mississippi,Humphreys County,28,8064,7715,7551
55,Mississippi,Issaquena County,28,1327,1326,1280
57,Mississippi,Itawamba County,28,23390,23824,23838
59,Mississippi,Jackson County,28,51626,143291,143987
61,Mississippi,Jasper County,28,14219,16348,16291
63,Mississippi,Jefferson County,28,658573,7254,7205
65,Mississippi,Jefferson Davis County,28,11128,11258,11134
67,Mississippi,Jones County,28,28735,67142,66744
69,Mississippi,Kemper County,28,9742,8983,8829
71,Mississippi,Lafayette County,28,6624,55905,56884
73,Mississippi,Lamar County,28,13805,64368,65353
75,Mississippi,Lauderdale County,28,92729,72706,72088
77,Mississippi,Lawrence County,28,32924,11984,11812
79,Mississippi,Leake County,28,22786,21247,21196
81,Mississippi,Lee County,28,164542,83228,82883
83,Mississippi,Leflore County,28,28183,28196,27557
85,Mississippi,Lincoln County,28,13024,34815,34943
87,Mississippi,Lowndes County,28,9726,58726,58150
89,Mississippi,Madison County,28,372909,109222,109813
91,Mississippi,Marion County,28,29709,24399,24378
93,Mississippi,Marshall County,28,96774,33754,33725
95,Mississippi,Monroe County,28,20733,34093,33883
97,Mississippi,Montgomery County,28,226486,9793,9729
99,Mississippi,Neshoba County,28,29118,28992,28993
101,Mississippi,Newton County,28,7753,21243,21056
103,Mississippi,Noxubee County,28,10417,10231,10123
105,Mississippi,Oktibbeha County,28,49587,51710,51842
107,Mississippi,Panola County,28,34192,33114,32851
109,Mississippi,Pearl River County,28,55535,56140,56503
111,Mississippi,Perry County,28,8923,11470,11571
113,Mississippi,Pike County,28,33114,40209,39973
115,Mississippi,Pontotoc County,28,32174,31206,31445
117,Mississippi,Prentiss County,28,25126,24935,24996
119,Mississippi,Quitman County,28,2299,6153,5935
121,Mississippi,Rankin County,28,155271,157052,158096
123,Mississippi,Scott County,28,10281,27958,27598
125,Mississippi,Sharkey County,28,4321,3767,3663
127,Mississippi,Simpson County,28,18572,25893,25750
129,Mississippi,Smith County,28,3583,14204,14191
131,Mississippi,Stone County,28,12506,18333,18644
133,Mississippi,Sunflower County,28,25110,25826,25402
135,Mississippi,Tallahatchie County,28,13809,12670,12366
137,Mississippi,Tate County,28,28321,28124,28234
139,Mississippi,Tippah County,28,22015,21732,21635
141,Mississippi,Tishomingo County,28,19383,18822,18750
143,Mississippi,Tunica County,28,9632,9720,9696
145,Mississippi,Union County,28,38682,27780,27953
147,Mississippi,Walthall County,28,14286,13863,13836
149,Mississippi,Warren County,28,5254,44548,43579
151,Mississippi,Washington County,28,16326,44613,43687
153,Mississippi,Wayne County,28,29927,19778,19709
155,Mississippi,Webster County,28,2607,9921,9983
157,Mississippi,Wilkinson County,28,8954,8525,8315
159,Mississippi,Winston County,28,23629,17673,17596
161,Mississippi,Yalobusha County,28,12108,12446,12415
163,Mississippi,Yazoo County,28,29690,26618,26373
1,Missouri,Adair County,29,7152,25246,25185
3,Missouri,Andrew County,29,17712,18083,18002
5,Missouri,Atchison County,29,16073,5306,5234
7,Missouri,Audrain County,29,25388,24925,24982
9,Missouri,Barry County,29,61550,34539,34712
11,Missouri,Barton County,29,25779,11613,11658
13,Missouri,Bates County,29,16172,16044,16105
15,Missouri,Benton County,29,279141,19409,19908
17,Missouri,Bollinger County,29,12133,10525,10556
19,Missouri,Boone County,29,37432,183894,185840
21,Missouri,Buchanan County,29,21175,84615,83853
23,Missouri,Butler County,29,19448,42007,42101
25,Missouri,Caldwell County,29,12747,8806,8897
27,Missouri,Callaway County,29,44743,44288,44638
29,Missouri,Camden County,29,54666,42784,43436
31,Missouri,Cape Girardeau County,29,78871,81788,82113
33,Missouri,Carroll County,29,28380,8461,8376
35,Missouri,Carter County,29,26797,5207,5320
37,Missouri,Cass County,29,12147,108113,109638
39,Missouri,Cedar County,29,18627,14199,14496
41,Missouri,Chariton County,29,7426,7380,7356
43,Missouri,Christian County,29,32304,89224,91499
45,Missouri,Clark County,29,22320,6632,6736
47,Missouri,Clay County,29,13235,253923,255518
49,Missouri,Clinton County,29,37562,21204,21287
51,Missouri,Cole County,29,76745,77198,77205
53,Missouri,Cooper County,29,17709,17089,17115
55,Missouri,Crawford County,29,63257,23026,22807
57,Missouri,Dade County,29,16116,7586,7599
59,Missouri,Dallas County,29,37196,17099,17341
61,Missouri,Daviess County,29,33351,8427,8399
63,Missouri,DeKalb County,29,71513,11014,11098
65,Missouri,Dent County,29,15573,14418,14432
67,Missouri,Douglas County,29,351154,11592,11732
69,Missouri,Dunklin County,29,29131,28178,27717
71,Missouri,Franklin County,29,31362,104769,105231
73,Missouri,Gasconade County,29,14706,14745,14791
75,Missouri,Gentry County,29,6571,6115,6173
77,Missouri,Greene County,29,8111,299060,300865
79,Missouri,Grundy County,29,51054,9729,9720
81,Missouri,Harrison County,29,40515,8155,8164
83,Missouri,Henry County,29,17205,21949,22206
85,Missouri,Hickory County,29,9544,8303,8607
87,Missouri,Holt County,29,4403,4186,4226
89,Missouri,Howard County,29,13202,10144,10168
91,Missouri,Howell County,29,40117,39750,39975
93,Missouri,Iron County,29,11066,9515,9408
95,Missouri,Jackson County,29,51626,717243,716862
97,Missouri,Jasper County,29,14219,122766,123155
99,Missouri,Jefferson County,29,658573,226929,227771
101,Missouri,Johnson County,29,26578,54002,54150
103,Missouri,Knox County,29,49699,3732,3808
105,Missouri,Laclede County,29,35723,36024,36133
107,Missouri,Lafayette County,29,6624,33001,32817
109,Missouri,Lawrence County,29,32924,37963,38321
111,Missouri,Lewis County,29,3838,10031,10000
113,Missouri,Lincoln County,29,13024,59829,61586
115,Missouri,Linn County,29,226706,11849,11843
117,Missouri,Livingston County,29,35648,14562,14755
119,Missouri,McDonald County,29,22837,23285,23383
121,Missouri,Macon County,29,18068,15182,15183
123,Missouri,Madison County,29,372909,12600,12652
125,Missouri,Maries County,29,8697,8427,8406
127,Missouri,Marion County,29,29709,28470,28518
129,Missouri,Mercer County,29,15437,3515,3488
131,Missouri,Miller County,29,43257,24733,24909
133,Missouri,Mississippi County,29,40651,12537,12538
135,Missouri,Moniteau County,29,16132,15464,15484
137,Missouri,Monroe County,29,20733,8666,8712
139,Missouri,Montgomery County,29,226486,11262,11415
141,Missouri,Morgan County,29,119679,20997,21379
143,Missouri,New Madrid County,29,17076,16329,16035
145,Missouri,Newton County,29,7753,58613,59386
147,Missouri,Nodaway County,29,22092,21218,21160
149,Missouri,Oregon County,29,10529,8617,8631
151,Missouri,Osage County,29,15949,13249,13379
153,Missouri,Ozark County,29,9174,8514,8782
155,Missouri,Pemiscot County,29,15805,15585,15236
157,Missouri,Perry County,29,8923,18960,18922
159,Missouri,Pettis County,29,42339,42951,43188
161,Missouri,Phelps County,29,44573,44517,44937
163,Missouri,Pike County,29,33114,17613,17761
165,Missouri,Platte County,29,104418,107100,108569
167,Missouri,Polk County,29,19964,31577,32043
169,Missouri,Pulaski County,29,391911,53964,53816
171,Missouri,Putnam County,29,74521,4676,4712
173,Missouri,Ralls County,29,10309,10351,10361
175,Missouri,Randolph County,29,22722,24636,24760
177,Missouri,Ray County,29,23018,23100,23008
179,Missouri,Reynolds County,29,6270,6078,6087
181,Missouri,Ripley County,29,28324,10680,10617
183,Missouri,St. Charles County,29,402022,406258,409981
185,Missouri,St. Clair County,29,89512,9340,9376
186,Missouri,Ste. Genevieve County,29,17894,18476,18588
187,Missouri,St. Francois County,29,67215,66900,67541
189,Missouri,St. Louis County,29,199070,1002838,997187
195,Missouri,Saline County,29,122437,23319,23289
197,Missouri,Schuyler County,29,6768,4007,4025
199,Missouri,Scotland County,29,4902,4698,4693
201,Missouri,Scott County,29,10281,38009,37840
203,Missouri,Shannon County,29,8166,7041,7106
205,Missouri,Shelby County,29,217702,6101,5976
207,Missouri,Stoddard County,29,29025,28652,28479
209,Missouri,Stone County,29,12506,31175,31548
211,Missouri,Sullivan County,29,20669,5976,5934
213,Missouri,Taney County,29,55928,56020,56387
215,Missouri,Texas County,29,25398,24413,24987
217,Missouri,Vernon County,29,20563,19642,19595
219,Missouri,Warren County,29,5254,35707,36518
221,Missouri,Washington County,29,16326,23499,23502
223,Missouri,Wayne County,29,29927,10913,10914
225,Missouri,Webster County,29,2607,39168,39735
227,Missouri,Worth County,29,20247,1962,1983
229,Missouri,Wright County,29,12562,18180,18610
510,Missouri,St. Louis city,29,300576,300528,293310
1,Montana,Beaverhead County,30,9453,9372,9524
3,Montana,Big Horn County,30,13319,13051,12957
5,Montana,Blaine County,30,23021,7002,6980
7,Montana,Broadwater County,30,6237,6846,7288
9,Montana,Carbon County,30,10725,10512,10847
11,Montana,Carter County,30,26797,1413,1428
13,Montana,Cascade County,30,81366,84328,84511
15,Montana,Chouteau County,30,5635,5899,5916
17,Montana,Custer County,30,5068,11859,11916
19,Montana,Daniels County,30,1690,1658,1686
21,Montana,Dawson County,30,26108,8922,8904
23,Montana,Deer Lodge County,30,9140,9413,9491
25,Montana,Fallon County,30,2846,3033,3017
27,Montana,Fergus County,30,11050,11457,11617
29,Montana,Flathead County,30,103806,104773,108454
31,Montana,Gallatin County,30,4828,119502,122713
33,Montana,Garfield County,30,60061,1172,1209
35,Montana,Glacier County,30,13753,13747,13785
37,Montana,Golden Valley County,30,821,820,831
39,Montana,Granite County,30,3379,3308,3344
41,Montana,Hill County,30,16484,16250,16179
43,Montana,Jefferson County,30,658573,12133,12470
45,Montana,Judith Basin County,30,2007,2017,2044
47,Montana,Lake County,30,64386,31259,32033
49,Montana,Lewis and Clark County,30,69432,71093,72223
51,Montana,Liberty County,30,8354,1960,1946
53,Montana,Lincoln County,30,13024,19731,20525
55,Montana,McCone County,30,1664,1733,1718
57,Montana,Madison County,30,372909,8657,8917
59,Montana,Meagher County,30,1862,1925,1964
61,Montana,Mineral County,30,769,4565,4860
63,Montana,Missoula County,30,119600,118238,119533
65,Montana,Musselshell County,30,4633,4747,4896
67,Montana,Park County,30,18845,17193,17473
69,Montana,Petroleum County,30,487,498,519
71,Montana,Phillips County,30,17782,4190,4192
73,Montana,Pondera County,30,5911,5882,5994
75,Montana,Powder River County,30,1682,1693,1702
77,Montana,Powell County,30,12359,6934,6999
79,Montana,Prairie County,30,8062,1076,1091
81,Montana,Ravalli County,30,43806,44351,45959
83,Montana,Richland County,30,15513,11501,11283
85,Montana,Roosevelt County,30,11004,10780,10821
87,Montana,Rosebud County,30,8937,8298,8124
89,Montana,Sanders County,30,12113,12451,12959
91,Montana,Sheridan County,30,2521,3518,3527
93,Montana,Silver Bow County,30,34915,35168,35411
95,Montana,Stillwater County,30,9642,9010,9044
97,Montana,Sweet Grass County,30,3737,3671,3723
99,Montana,Teton County,30,12142,6242,6269
101,Montana,Toole County,30,4736,4964,5011
103,Montana,Treasure County,30,696,761,768
105,Montana,Valley County,30,11392,7551,7537
107,Montana,Wheatland County,30,2126,2093,2059
109,Montana,Wibaux County,30,969,928,934
111,Montana,Yellowstone County,30,161300,165045,167146
1,Nebraska,Adams County,31,517421,31147,31027
3,Nebraska,Antelope County,31,6298,6276,6279
5,Nebraska,Arthur County,31,463,431,439
7,Nebraska,Banner County,31,745,683,692
9,Nebraska,Blaine County,31,23021,431,461
11,Nebraska,Boone County,31,37432,5351,5386
13,Nebraska,Box Butte County,31,10783,10824,10604
15,Nebraska,Boyd County,31,46718,1806,1789
17,Nebraska,Brown County,31,6578,2903,2908
19,Nebraska,Buffalo County,31,49659,50129,50339
21,Nebraska,Burt County,31,6459,6721,6709
23,Nebraska,Butler County,31,19448,8349,8444
25,Nebraska,Cass County,31,12147,26593,27017
27,Nebraska,Cedar County,31,18627,8373,8330
29,Nebraska,Chase County,31,2648,3881,3826
31,Nebraska,Cherry County,31,5689,5462,5458
33,Nebraska,Cheyenne County,31,1831,9482,9529
35,Nebraska,Clay County,31,13235,6101,6078
37,Nebraska,Colfax County,31,10709,10546,10498
39,Nebraska,Cuming County,31,8846,9009,8984
41,Nebraska,Custer County,31,5068,10495,10460
43,Nebraska,Dakota County,31,429021,21502,21241
45,Nebraska,Dawes County,31,8589,8151,8148
47,Nebraska,Dawson County,31,26108,24039,23898
49,Nebraska,Deuel County,31,1794,1829,1865
51,Nebraska,Dixon County,31,5636,5580,5545
53,Nebraska,Dodge County,31,20605,37102,37103
55,Nebraska,Douglas County,31,351154,585010,585008
57,Nebraska,Dundy County,31,1693,1647,1635
59,Nebraska,Fillmore County,31,21067,5567,5546
61,Nebraska,Franklin County,31,31362,2885,2903
63,Nebraska,Frontier County,31,2627,2510,2555
65,Nebraska,Furnas County,31,4676,4615,4604
67,Nebraska,Gage County,31,21513,21663,21616
69,Nebraska,Garden County,31,1837,1883,1847
71,Nebraska,Garfield County,31,60061,1806,1839
73,Nebraska,Gosper County,31,1990,1891,1824
75,Nebraska,Grant County,31,18265,611,579
77,Nebraska,Greeley County,31,1232,2180,2169
79,Nebraska,Hall County,31,204441,62730,61979
81,Nebraska,Hamilton County,31,14428,9403,9386
83,Nebraska,Harlan County,31,26010,3054,3091
85,Nebraska,Hayes County,31,922,855,843
87,Nebraska,Hitchcock County,31,2762,2610,2586
89,Nebraska,Holt County,31,4403,10083,10049
91,Nebraska,Hooker County,31,682,707,734
93,Nebraska,Howard County,31,13202,6496,6531
95,Nebraska,Jefferson County,31,658573,7260,7176
97,Nebraska,Johnson County,31,26578,5288,5316
