countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
147,Missouri,Nodaway County,13261.0,13088.0,2043.0,1980.0,261.0,284.0,261.0,284.0,29
149,Missouri,Oregon County,6579.0,6529.0,1302.0,1219.0,140.0,155.0,140.0,155.0,29
151,Missouri,Osage County,9704.0,9509.0,1228.0,1267.0,136.0,162.0,136.0,162.0,29
153,Missouri,Ozark County,5135.0,5216.0,1237.0,1002.0,130.0,136.0,130.0,136.0,29
155,Missouri,Pemiscot County,10987.0,10556.0,1742.0,1689.0,191.0,205.0,191.0,205.0,29
157,Missouri,Perry County,13629.0,13401.0,1713.0,1850.0,199.0,227.0,199.0,227.0,29
159,Missouri,Pettis County,28965.0,28686.0,5348.0,5488.0,526.0,619.0,526.0,619.0,29
161,Missouri,Phelps County,28936.0,28454.0,5346.0,5576.0,563.0,679.0,563.0,679.0,29
163,Missouri,Pike County,11132.0,10854.0,1676.0,1887.0,188.0,226.0,188.0,226.0,29
165,Missouri,Platte County,81450.0,82527.0,7116.0,7606.0,725.0,880.0,725.0,880.0,29
167,Missouri,Polk County,20957.0,21478.0,3980.0,3696.0,424.0,460.0,424.0,460.0,29
169,Missouri,Pulaski County,33133.0,32728.0,4553.0,4754.0,557.0,646.0,557.0,646.0,29
171,Missouri,Putnam County,2934.0,2946.0,552.0,528.0,65.0,72.0,65.0,72.0,29
173,Missouri,Ralls County,7096.0,6937.0,904.0,998.0,103.0,129.0,103.0,129.0,29
175,Missouri,Randolph County,16015.0,15508.0,2330.0,2440.0,260.0,307.0,260.0,307.0,29
177,Missouri,Ray County,16251.0,15865.0,2259.0,2449.0,237.0,284.0,237.0,284.0,29
179,Missouri,Reynolds County,3925.0,3836.0,745.0,734.0,82.0,96.0,82.0,96.0,29
181,Missouri,Ripley County,8560.0,8605.0,1777.0,1651.0,182.0,209.0,182.0,209.0,29
195,Missouri,Saline County,14823.0,14697.0,2506.0,2624.0,264.0,326.0,264.0,326.0,29
197,Missouri,Schuyler County,3098.0,3011.0,597.0,563.0,71.0,78.0,71.0,78.0,29
199,Missouri,Scotland County,3079.0,2951.0,850.0,896.0,91.0,111.0,91.0,111.0,29
201,Missouri,Scott County,26491.0,26152.0,4177.0,4066.0,450.0,481.0,450.0,481.0,29
203,Missouri,Shannon County,5060.0,4976.0,1148.0,1155.0,122.0,144.0,122.0,144.0,29
205,Missouri,Shelby County,3877.0,3807.0,667.0,671.0,77.0,84.0,77.0,84.0,29
183,Missouri,St. Charles County,313313.0,317400.0,23128.0,22591.0,1961.0,2114.0,1961.0,2114.0,29
185,Missouri,St. Clair County,5539.0,5752.0,1088.0,1114.0,116.0,138.0,116.0,138.0,29
187,Missouri,St. Francois County,43309.0,42301.0,6205.0,6739.0,649.0,788.0,649.0,788.0,29
189,Missouri,St. Louis County,733104.0,724675.0,65929.0,67071.0,4373.0,4731.0,4373.0,4731.0,29
510,Missouri,St. Louis city,215810.0,210715.0,31216.0,28406.0,2563.0,2615.0,2563.0,2615.0,29
186,Missouri,Ste. Genevieve County,12649.0,12294.0,1496.0,1724.0,168.0,210.0,168.0,210.0,29
207,Missouri,Stoddard County,19434.0,18776.0,3400.0,3811.0,344.0,432.0,344.0,432.0,29
209,Missouri,Stone County,18032.0,18194.0,3610.0,3611.0,349.0,421.0,349.0,421.0,29
211,Missouri,Sullivan County,4035.0,3951.0,726.0,759.0,81.0,96.0,81.0,96.0,29
213,Missouri,Taney County,34260.0,33888.0,7520.0,7503.0,724.0,839.0,724.0,839.0,29
215,Missouri,Texas County,14515.0,14834.0,3492.0,2892.0,359.0,365.0,359.0,365.0,29
217,Missouri,Vernon County,13366.0,13083.0,2443.0,2323.0,265.0,287.0,265.0,287.0,29
219,Missouri,Warren County,25678.0,25558.0,3348.0,4004.0,373.0,495.0,373.0,495.0,29
221,Missouri,Washington County,16376.0,16138.0,2883.0,2821.0,306.0,342.0,306.0,342.0,29
223,Missouri,Wayne County,7938.0,7881.0,1617.0,1449.0,176.0,191.0,176.0,191.0,29
225,Missouri,Webster County,27500.0,26686.0,4792.0,5818.0,494.0,662.0,494.0,662.0,29
227,Missouri,Worth County,1264.0,1212.0,211.0,202.0,25.0,28.0,25.0,28.0,29
229,Missouri,Wright County,11669.0,11900.0,2729.0,2305.0,278.0,286.0,278.0,286.0,29
1,Montana,Beaverhead County,6183.0,6033.0,741.0,785.0,100.0,116.0,100.0,116.0,30
3,Montana,Big Horn County,9436.0,9346.0,1633.0,1838.0,196.0,239.0,196.0,239.0,30
5,Montana,Blaine County,4595.0,4607.0,838.0,887.0,99.0,121.0,99.0,121.0,30
7,Montana,Broadwater County,4197.0,4255.0,502.0,603.0,62.0,85.0,62.0,85.0,30
9,Montana,Carbon County,6904.0,7172.0,915.0,839.0,107.0,116.0,107.0,116.0,30
11,Montana,Carter County,790.0,806.0,121.0,86.0,16.0,14.0,16.0,14.0,30
13,Montana,Cascade County,57738.0,57082.0,6236.0,6717.0,658.0,766.0,658.0,766.0,30
15,Montana,Chouteau County,3735.0,3787.0,615.0,631.0,76.0,88.0,76.0,88.0,30
17,Montana,Custer County,7933.0,7729.0,830.0,951.0,97.0,129.0,97.0,129.0,30
19,Montana,Daniels County,1073.0,1083.0,134.0,120.0,17.0,19.0,17.0,19.0,30
21,Montana,Dawson County,6027.0,5816.0,482.0,614.0,62.0,91.0,62.0,91.0,30
23,Montana,Deer Lodge County,5642.0,5580.0,639.0,643.0,80.0,91.0,80.0,91.0,30
25,Montana,Fallon County,2093.0,1988.0,268.0,304.0,34.0,43.0,34.0,43.0,30
27,Montana,Fergus County,7127.0,7026.0,917.0,1054.0,110.0,144.0,110.0,144.0,30
29,Montana,Flathead County,73847.0,74809.0,8285.0,8534.0,822.0,961.0,822.0,961.0,30
31,Montana,Gallatin County,89287.0,90535.0,8030.0,9102.0,848.0,1094.0,848.0,1094.0,30
33,Montana,Garfield County,778.0,839.0,155.0,83.0,22.0,14.0,22.0,14.0,30
35,Montana,Glacier County,9296.0,9801.0,2210.0,2020.0,259.0,291.0,259.0,291.0,30
37,Montana,Golden Valley County,507.0,500.0,76.0,63.0,11.0,10.0,11.0,10.0,30
39,Montana,Granite County,1982.0,1951.0,307.0,292.0,39.0,42.0,39.0,42.0,30
41,Montana,Hill County,11801.0,11837.0,1723.0,1729.0,192.0,220.0,192.0,220.0,30
43,Montana,Jefferson County,8622.0,8612.0,843.0,881.0,102.0,120.0,102.0,120.0,30
45,Montana,Judith Basin County,1255.0,1255.0,179.0,153.0,23.0,23.0,23.0,23.0,30
47,Montana,Lake County,19370.0,19209.0,3572.0,4388.0,359.0,487.0,359.0,487.0,30
49,Montana,Lewis and Clark County,50698.0,51019.0,4363.0,4663.0,484.0,586.0,484.0,586.0,30
51,Montana,Liberty County,1526.0,1451.0,260.0,324.0,35.0,47.0,35.0,47.0,30
53,Montana,Lincoln County,11799.0,11817.0,1923.0,1980.0,223.0,264.0,223.0,264.0,30
57,Montana,Madison County,5206.0,5341.0,808.0,816.0,97.0,113.0,97.0,113.0,30
55,Montana,McCone County,985.0,1081.0,204.0,102.0,28.0,17.0,28.0,17.0,30
59,Montana,Meagher County,1128.0,1057.0,125.0,185.0,18.0,28.0,18.0,28.0,30
61,Montana,Mineral County,2727.0,2734.0,316.0,389.0,42.0,56.0,42.0,56.0,30
63,Montana,Missoula County,88542.0,89547.0,8936.0,9409.0,955.0,1105.0,955.0,1105.0,30
65,Montana,Musselshell County,2842.0,2947.0,441.0,359.0,54.0,53.0,54.0,53.0,30
67,Montana,Park County,11356.0,11190.0,1269.0,1470.0,160.0,199.0,160.0,199.0,30
69,Montana,Petroleum County,328.0,323.0,33.0,27.0,5.0,5.0,5.0,5.0,30
71,Montana,Phillips County,2490.0,2511.0,481.0,431.0,56.0,59.0,56.0,59.0,30
73,Montana,Pondera County,4066.0,3867.0,541.0,598.0,66.0,82.0,66.0,82.0,30
75,Montana,Powder River County,1048.0,1014.0,156.0,154.0,20.0,24.0,20.0,24.0,30
77,Montana,Powell County,3361.0,3262.0,435.0,493.0,56.0,69.0,56.0,69.0,30
79,Montana,Prairie County,630.0,583.0,86.0,103.0,11.0,16.0,11.0,16.0,30
81,Montana,Ravalli County,27805.0,28273.0,3994.0,4165.0,426.0,521.0,426.0,521.0,30
83,Montana,Richland County,8212.0,8426.0,985.0,1023.0,118.0,143.0,118.0,143.0,30
85,Montana,Roosevelt County,7410.0,8126.0,1875.0,1498.0,205.0,206.0,205.0,206.0,30
87,Montana,Rosebud County,6372.0,6309.0,946.0,1081.0,112.0,143.0,112.0,143.0,30
89,Montana,Sanders County,6646.0,6775.0,1262.0,1210.0,141.0,156.0,141.0,156.0,30
91,Montana,Sheridan County,2224.0,2163.0,295.0,291.0,37.0,42.0,37.0,42.0,30
93,Montana,Silver Bow County,24798.0,24831.0,2514.0,2677.0,312.0,367.0,312.0,367.0,30
95,Montana,Stillwater County,6821.0,6908.0,586.0,641.0,72.0,92.0,72.0,92.0,30
97,Montana,Sweet Grass County,2402.0,2307.0,293.0,311.0,37.0,46.0,37.0,46.0,30
99,Montana,Teton County,4115.0,4124.0,543.0,646.0,65.0,91.0,65.0,91.0,30
101,Montana,Toole County,2813.0,2831.0,432.0,380.0,53.0,58.0,53.0,58.0,30
103,Montana,Treasure County,440.0,416.0,51.0,69.0,7.0,11.0,7.0,11.0,30
105,Montana,Valley County,5019.0,4977.0,571.0,592.0,69.0,79.0,69.0,79.0,30
107,Montana,Wheatland County,1253.0,1196.0,295.0,351.0,34.0,48.0,34.0,48.0,30
109,Montana,Wibaux County,618.0,606.0,94.0,80.0,12.0,12.0,12.0,12.0,30
111,Montana,Yellowstone County,120460.0,120492.0,10839.0,12163.0,1012.0,1286.0,1012.0,1286.0,30
1,Nebraska,Adams County,21954.0,21669.0,2320.0,2471.0,267.0,317.0,267.0,317.0,31
3,Nebraska,Antelope County,4238.0,4110.0,483.0,518.0,62.0,72.0,62.0,72.0,31
5,Nebraska,Arthur County,311.0,326.0,44.0,22.0,7.0,4.0,7.0,4.0,31
7,Nebraska,Banner County,520.0,549.0,39.0,38.0,8.0,7.0,8.0,7.0,31
9,Nebraska,Blaine County,266.0,320.0,67.0,27.0,10.0,5.0,10.0,5.0,31
11,Nebraska,Boone County,3583.0,3566.0,381.0,302.0,48.0,46.0,48.0,46.0,31
13,Nebraska,Box Butte County,7717.0,7387.0,887.0,1081.0,104.0,140.0,104.0,140.0,31
15,Nebraska,Boyd County,1146.0,1155.0,165.0,124.0,21.0,19.0,21.0,19.0,31
17,Nebraska,Brown County,1850.0,1952.0,282.0,217.0,38.0,34.0,38.0,34.0,31
19,Nebraska,Buffalo County,36467.0,36448.0,3849.0,3849.0,445.0,499.0,445.0,499.0,31
21,Nebraska,Burt County,4297.0,4199.0,541.0,600.0,65.0,79.0,65.0,79.0,31
23,Nebraska,Butler County,5741.0,5709.0,500.0,509.0,62.0,73.0,62.0,73.0,31
25,Nebraska,Cass County,20017.0,19675.0,1416.0,1634.0,168.0,219.0,168.0,219.0,31
27,Nebraska,Cedar County,5885.0,5865.0,617.0,618.0,75.0,87.0,75.0,87.0,31
29,Nebraska,Chase County,2644.0,2551.0,422.0,430.0,50.0,59.0,50.0,59.0,31
31,Nebraska,Cherry County,3686.0,3955.0,700.0,463.0,83.0,71.0,83.0,71.0,31
33,Nebraska,Cheyenne County,6512.0,6482.0,524.0,590.0,67.0,87.0,67.0,87.0,31
35,Nebraska,Clay County,4338.0,4297.0,533.0,550.0,64.0,72.0,64.0,72.0,31
37,Nebraska,Colfax County,7451.0,7229.0,1612.0,1691.0,169.0,195.0,169.0,195.0,31
39,Nebraska,Cuming County,6020.0,5944.0,802.0,842.0,92.0,108.0,92.0,108.0,31
41,Nebraska,Custer County,7299.0,7270.0,916.0,788.0,112.0,111.0,112.0,111.0,31
43,Nebraska,Dakota County,14230.0,14230.0,2606.0,2597.0,277.0,317.0,277.0,317.0,31
45,Nebraska,Dawes County,5562.0,5419.0,660.0,625.0,86.0,94.0,86.0,94.0,31
47,Nebraska,Dawson County,16197.0,15790.0,2873.0,3136.0,303.0,353.0,303.0,353.0,31
49,Nebraska,Deuel County,1214.0,1168.0,145.0,149.0,19.0,22.0,19.0,22.0,31
51,Nebraska,Dixon County,3932.0,3724.0,468.0,603.0,57.0,84.0,57.0,84.0,31
53,Nebraska,Dodge County,25530.0,25072.0,2875.0,3067.0,311.0,381.0,311.0,381.0,31
55,Nebraska,Douglas County,434218.0,439592.0,49720.0,44780.0,2807.0,2880.0,2807.0,2880.0,31
57,Nebraska,Dundy County,997.0,1041.0,249.0,197.0,28.0,27.0,28.0,27.0,31
59,Nebraska,Fillmore County,3727.0,3736.0,354.0,367.0,45.0,53.0,45.0,53.0,31
61,Nebraska,Franklin County,1896.0,1909.0,215.0,177.0,28.0,27.0,28.0,27.0,31
63,Nebraska,Frontier County,1653.0,1649.0,207.0,149.0,27.0,24.0,27.0,24.0,31
65,Nebraska,Furnas County,3023.0,2991.0,423.0,409.0,49.0,56.0,49.0,56.0,31
67,Nebraska,Gage County,15309.0,15067.0,1477.0,1536.0,171.0,203.0,171.0,203.0,31
69,Nebraska,Garden County,1120.0,1179.0,171.0,131.0,22.0,21.0,22.0,21.0,31
71,Nebraska,Garfield County,1238.0,1249.0,133.0,98.0,20.0,17.0,20.0,17.0,31
73,Nebraska,Gosper County,1359.0,1329.0,129.0,173.0,17.0,25.0,17.0,25.0,31
75,Nebraska,Grant County,426.0,430.0,54.0,46.0,7.0,7.0,7.0,7.0,31
77,Nebraska,Greeley County,1518.0,1517.0,225.0,168.0,28.0,25.0,28.0,25.0,31
79,Nebraska,Hall County,44488.0,43237.0,6520.0,7286.0,657.0,767.0,657.0,767.0,31
81,Nebraska,Hamilton County,6880.0,6693.0,517.0,591.0,63.0,85.0,63.0,85.0,31
83,Nebraska,Harlan County,2164.0,2105.0,269.0,251.0,33.0,36.0,33.0,36.0,31
85,Nebraska,Hayes County,524.0,574.0,126.0,74.0,18.0,12.0,18.0,12.0,31
87,Nebraska,Hitchcock County,1773.0,1811.0,231.0,203.0,29.0,30.0,29.0,30.0,31
89,Nebraska,Holt County,6984.0,6950.0,773.0,658.0,94.0,94.0,94.0,94.0,31
91,Nebraska,Hooker County,416.0,387.0,53.0,61.0,7.0,9.0,7.0,9.0,31
93,Nebraska,Howard County,4544.0,4683.0,469.0,386.0,59.0,58.0,59.0,58.0,31
95,Nebraska,Jefferson County,4775.0,4782.0,487.0,532.0,60.0,76.0,60.0,76.0,31
97,Nebraska,Johnson County,2779.0,2764.0,323.0,323.0,39.0,46.0,39.0,46.0,31
99,Nebraska,Kearney County,4786.0,4842.0,380.0,430.0,49.0,63.0,49.0,63.0,31
101,Nebraska,Keith County,5200.0,5152.0,593.0,594.0,72.0,84.0,72.0,84.0,31
103,Nebraska,Keya Paha County,437.0,457.0,101.0,44.0,15.0,8.0,15.0,8.0,31
105,Nebraska,Kimball County,2362.0,2196.0,330.0,339.0,39.0,48.0,39.0,48.0,31
107,Nebraska,Knox County,5377.0,5388.0,767.0,724.0,85.0,93.0,85.0,93.0,31
109,Nebraska,Lancaster County,238372.0,237767.0,21201.0,22428.0,1812.0,2004.0,1812.0,2004.0,31
111,Nebraska,Lincoln County,25156.0,24361.0,2331.0,2555.0,274.0,326.0,274.0,326.0,31
113,Nebraska,Logan County,510.0,503.0,64.0,57.0,9.0,9.0,9.0,9.0,31
115,Nebraska,Loup County,429.0,439.0,53.0,35.0,9.0,5.0,9.0,5.0,31
119,Nebraska,Madison County,25264.0,24815.0,3176.0,3293.0,354.0,410.0,354.0,410.0,31
117,Nebraska,McPherson County,332.0,324.0,48.0,29.0,6.0,5.0,6.0,5.0,31
121,Nebraska,Merrick County,5415.0,5452.0,608.0,575.0,75.0,80.0,75.0,80.0,31
123,Nebraska,Morrill County,3110.0,3058.0,472.0,473.0,55.0,65.0,55.0,65.0,31
125,Nebraska,Nance County,2441.0,2491.0,256.0,222.0,33.0,34.0,33.0,34.0,31
127,Nebraska,Nemaha County,4744.0,4670.0,398.0,467.0,54.0,68.0,54.0,68.0,31
129,Nebraska,Nuckolls County,2668.0,2674.0,320.0,294.0,40.0,44.0,40.0,44.0,31
131,Nebraska,Otoe County,11533.0,11521.0,1212.0,1083.0,143.0,149.0,143.0,149.0,31
133,Nebraska,Pawnee County,1618.0,1613.0,216.0,188.0,27.0,30.0,27.0,30.0,31
135,Nebraska,Perkins County,1945.0,1893.0,251.0,271.0,30.0,39.0,30.0,39.0,31
137,Nebraska,Phelps County,6482.0,6377.0,562.0,649.0,69.0,92.0,69.0,92.0,31
139,Nebraska,Pierce County,5224.0,5298.0,482.0,406.0,61.0,61.0,61.0,61.0,31
141,Nebraska,Platte County,24436.0,23961.0,2749.0,2990.0,304.0,357.0,304.0,357.0,31
143,Nebraska,Polk County,3539.0,3478.0,418.0,475.0,49.0,62.0,49.0,62.0,31
145,Nebraska,Red Willow County,7284.0,7153.0,794.0,790.0,101.0,115.0,101.0,115.0,31
147,Nebraska,Richardson County,5270.0,5112.0,570.0,704.0,70.0,93.0,70.0,93.0,31
149,Nebraska,Rock County,863.0,901.0,121.0,79.0,16.0,13.0,16.0,13.0,31
151,Nebraska,Saline County,9766.0,9523.0,1399.0,1449.0,161.0,183.0,161.0,183.0,31
153,Nebraska,Sarpy County,155438.0,155817.0,9378.0,10132.0,958.0,1175.0,958.0,1175.0,31
155,Nebraska,Saunders County,16137.0,16294.0,1234.0,1393.0,144.0,185.0,144.0,185.0,31
157,Nebraska,Scotts Bluff County,24752.0,23964.0,3215.0,3611.0,346.0,444.0,346.0,444.0,31
159,Nebraska,Seward County,12260.0,12057.0,886.0,970.0,111.0,141.0,111.0,141.0,31
161,Nebraska,Sheridan County,3163.0,3210.0,624.0,507.0,72.0,70.0,72.0,70.0,31
163,Nebraska,Sherman County,1864.0,1941.0,267.0,184.0,35.0,28.0,35.0,28.0,31
165,Nebraska,Sioux County,682.0,753.0,114.0,64.0,18.0,11.0,18.0,11.0,31
167,Nebraska,Stanton County,4404.0,4309.0,374.0,412.0,48.0,63.0,48.0,63.0,31
169,Nebraska,Thayer County,3340.0,3281.0,340.0,347.0,43.0,49.0,43.0,49.0,31
171,Nebraska,Thomas County,456.0,469.0,78.0,56.0,10.0,9.0,10.0,9.0,31
173,Nebraska,Thurston County,5211.0,5422.0,984.0,965.0,108.0,120.0,108.0,120.0,31
175,Nebraska,Valley County,2710.0,2681.0,342.0,338.0,43.0,50.0,43.0,50.0,31
177,Nebraska,Washington County,15805.0,15854.0,1134.0,1186.0,138.0,170.0,138.0,170.0,31
179,Nebraska,Wayne County,6280.0,6232.0,530.0,586.0,75.0,89.0,75.0,89.0,31
181,Nebraska,Webster County,2361.0,2340.0,235.0,225.0,31.0,35.0,31.0,35.0,31
183,Nebraska,Wheeler County,484.0,516.0,72.0,47.0,10.0,8.0,10.0,8.0,31
185,Nebraska,York County,9323.0,9173.0,811.0,825.0,100.0,117.0,100.0,117.0,31
510,Nevada,Carson City,35662.0,35109.0,6131.0,6774.0,680.0,791.0,680.0,791.0,32
1,Nevada,Churchill County,17271.0,17262.0,2662.0,3041.0,321.0,408.0,321.0,408.0,32
3,Nevada,Clark County,1634779.0,1667928.0,260442.0,267963.0,7239.0,7850.0,7239.0,7850.0,32
5,Nevada,Douglas County,30448.0,29874.0,3903.0,4021.0,456.0,536.0,456.0,536.0,32
7,Nevada,Elko County,40053.0,39641.0,6002.0,6488.0,684.0,808.0,684.0,808.0,32
9,Nevada,Esmeralda County,463.0,485.0,103.0,110.0,13.0,16.0,13.0,16.0,32
11,Nevada,Eureka County,1579.0,1556.0,123.0,130.0,21.0,24.0,21.0,24.0,32
13,Nevada,Humboldt County,12114.0,11935.0,2150.0,2420.0,254.0,316.0,254.0,316.0,32
15,Nevada,Lander County,4069.0,3933.0,579.0,696.0,79.0,99.0,79.0,99.0,32
17,Nevada,Lincoln County,3164.0,3146.0,424.0,470.0,60.0,75.0,60.0,75.0,32
19,Nevada,Lyon County,39077.0,38438.0,5867.0,6966.0,690.0,884.0,690.0,884.0,32
21,Nevada,Mineral County,2897.0,2928.0,417.0,407.0,55.0,63.0,55.0,63.0,32
23,Nevada,Nye County,27223.0,27992.0,4048.0,4149.0,504.0,587.0,504.0,587.0,32
27,Nevada,Pershing County,3315.0,3270.0,545.0,530.0,71.0,82.0,71.0,82.0,32
29,Nevada,Storey County,2554.0,2493.0,252.0,330.0,37.0,52.0,37.0,52.0,32
31,Nevada,Washoe County,339673.0,341323.0,48387.0,52561.0,3660.0,4168.0,3660.0,4168.0,32
33,Nevada,White Pine County,5898.0,5751.0,684.0,829.0,90.0,121.0,90.0,121.0,32
1,New Hampshire,Belknap County,42965.0,42146.0,3906.0,4464.0,461.0,600.0,461.0,600.0,33
3,New Hampshire,Carroll County,30647.0,30624.0,3792.0,3644.0,458.0,509.0,458.0,509.0,33
5,New Hampshire,Cheshire County,52323.0,51598.0,4263.0,4633.0,503.0,627.0,503.0,627.0,33
7,New Hampshire,Coos County,20112.0,19446.0,1928.0,2130.0,236.0,288.0,236.0,288.0,33
9,New Hampshire,Grafton County,58131.0,58365.0,5994.0,5873.0,668.0,753.0,668.0,753.0,33
11,New Hampshire,Hillsborough County,317090.0,317824.0,27581.0,26953.0,2000.0,2249.0,2000.0,2249.0,33
13,New Hampshire,Merrimack County,109306.0,108738.0,8643.0,9470.0,895.0,1071.0,895.0,1071.0,33
15,New Hampshire,Rockingham County,236032.0,236275.0,16057.0,15898.0,1492.0,1684.0,1492.0,1684.0,33
17,New Hampshire,Strafford County,94251.0,94312.0,7990.0,8414.0,897.0,1095.0,897.0,1095.0,33
19,New Hampshire,Sullivan County,30707.0,30112.0,2579.0,2823.0,322.0,418.0,322.0,418.0,33
1,New Jersey,Atlantic County,187148.0,189359.0,22420.0,18353.0,2065.0,1946.0,2065.0,1946.0,34
3,New Jersey,Bergen County,700406.0,714954.0,64563.0,53737.0,4389.0,4231.0,4389.0,4231.0,34
5,New Jersey,Burlington County,337963.0,337842.0,21430.0,19635.0,1928.0,2047.0,1928.0,2047.0,34
7,New Jersey,Camden County,384735.0,386120.0,34449.0,31262.0,2818.0,2910.0,2818.0,2910.0,34
9,New Jersey,Cape May County,59335.0,58509.0,6002.0,5659.0,641.0,704.0,641.0,704.0,34
11,New Jersey,Cumberland County,102218.0,99336.0,14106.0,14586.0,1370.0,1516.0,1370.0,1516.0,34
13,New Jersey,Essex County,587860.0,577540.0,80196.0,82045.0,5248.0,5631.0,5248.0,5631.0,34
15,New Jersey,Gloucester County,227983.0,227738.0,13841.0,13648.0,1388.0,1554.0,1388.0,1554.0,34
17,New Jersey,Hudson County,501916.0,513484.0,78318.0,69897.0,5170.0,4994.0,5170.0,4994.0,34
19,New Jersey,Hunterdon County,93653.0,92690.0,5098.0,5000.0,550.0,631.0,550.0,631.0,34
21,New Jersey,Mercer County,264306.0,268764.0,28211.0,22534.0,2489.0,2299.0,2489.0,2299.0,34
23,New Jersey,Middlesex County,618269.0,630268.0,61727.0,55217.0,4345.0,4276.0,4345.0,4276.0,34
25,New Jersey,Monmouth County,469507.0,466410.0,35682.0,35230.0,2864.0,3108.0,2864.0,3108.0,34
27,New Jersey,Morris County,379792.0,380230.0,22979.0,22527.0,1959.0,2274.0,1959.0,2274.0,34
29,New Jersey,Ocean County,431324.0,439709.0,33231.0,29145.0,2801.0,2814.0,2801.0,2814.0,34
31,New Jersey,Passaic County,357227.0,353338.0,58912.0,59629.0,4119.0,4249.0,4119.0,4249.0,34
33,New Jersey,Salem County,45577.0,45680.0,4229.0,3754.0,481.0,506.0,481.0,506.0,34
35,New Jersey,Somerset County,257043.0,259559.0,18141.0,17132.0,1695.0,1848.0,1695.0,1848.0,34
37,New Jersey,Sussex County,108644.0,107050.0,6509.0,6481.0,681.0,806.0,681.0,806.0,34
39,New Jersey,Union County,410309.0,403533.0,59289.0,61330.0,4099.0,4345.0,4099.0,4345.0,34
41,New Jersey,Warren County,78273.0,77622.0,6449.0,6727.0,683.0,822.0,683.0,822.0,34
1,New Mexico,Bernalillo County,494248.0,499565.0,60480.0,58571.0,3824.0,4141.0,3824.0,4141.0,35
3,New Mexico,Catron County,1807.0,1899.0,181.0,132.0,30.0,27.0,30.0,27.0,35
5,New Mexico,Chaves County,45568.0,45862.0,6736.0,6379.0,747.0,805.0,747.0,805.0,35
6,New Mexico,Cibola County,17113.0,17219.0,2446.0,2407.0,284.0,336.0,284.0,336.0,35
7,New Mexico,Colfax County,7458.0,7356.0,841.0,754.0,114.0,121.0,114.0,121.0,35
9,New Mexico,Curry County,36569.0,35620.0,4520.0,5051.0,554.0,715.0,554.0,715.0,35
11,New Mexico,DeBaca County,1078.0,992.0,151.0,159.0,21.0,25.0,21.0,25.0,35
13,New Mexico,Dona Ana County,152392.0,153271.0,23882.0,23994.0,2283.0,2561.0,2283.0,2561.0,35
15,New Mexico,Eddy County,44901.0,44406.0,4891.0,5582.0,577.0,732.0,577.0,732.0,35
17,New Mexico,Grant County,17134.0,16975.0,1645.0,1582.0,215.0,244.0,215.0,244.0,35
19,New Mexico,Guadalupe County,2616.0,2585.0,217.0,193.0,33.0,33.0,33.0,33.0,35
21,New Mexico,Harding County,343.0,327.0,37.0,40.0,6.0,7.0,6.0,7.0,35
23,New Mexico,Hidalgo County,2845.0,2691.0,334.0,377.0,48.0,61.0,48.0,61.0,35
25,New Mexico,Lea County,52990.0,53116.0,8145.0,8778.0,873.0,1050.0,873.0,1050.0,35
27,New Mexico,Lincoln County,11889.0,11790.0,1786.0,1920.0,222.0,268.0,222.0,268.0,35
28,New Mexico,Los Alamos County,15687.0,16041.0,458.0,513.0,73.0,91.0,73.0,91.0,35
29,New Mexico,Luna County,15311.0,15374.0,2524.0,2588.0,312.0,376.0,312.0,376.0,35
31,New Mexico,McKinley County,48440.0,51567.0,12033.0,11105.0,1129.0,1203.0,1129.0,1203.0,35
33,New Mexico,Mora County,2893.0,2826.0,281.0,253.0,44.0,46.0,44.0,46.0,35
35,New Mexico,Otero County,47371.0,46319.0,6008.0,7129.0,715.0,940.0,715.0,940.0,35
37,New Mexico,Quay County,5355.0,5233.0,638.0,620.0,85.0,93.0,85.0,93.0,35
39,New Mexico,Rio Arriba County,26785.0,26934.0,3780.0,3289.0,409.0,415.0,409.0,415.0,35
41,New Mexico,Roosevelt County,12712.0,12231.0,1916.0,2179.0,254.0,334.0,254.0,334.0,35
45,New Mexico,San Juan County,87712.0,89745.0,15208.0,14868.0,1375.0,1536.0,1375.0,1536.0,35
47,New Mexico,San Miguel County,17940.0,17801.0,1996.0,1654.0,265.0,269.0,265.0,269.0,35
43,New Mexico,Sandoval County,109079.0,109905.0,10765.0,12292.0,1049.0,1358.0,1049.0,1358.0,35
49,New Mexico,Santa Fe County,94532.0,96391.0,15703.0,14191.0,1339.0,1414.0,1339.0,1414.0,35
51,New Mexico,Sierra County,5762.0,5797.0,781.0,677.0,105.0,109.0,105.0,109.0,35
53,New Mexico,Socorro County,11027.0,10959.0,1548.0,1521.0,191.0,223.0,191.0,223.0,35
55,New Mexico,Taos County,19946.0,20312.0,3425.0,2641.0,395.0,368.0,395.0,368.0,35
57,New Mexico,Torrance County,10006.0,10132.0,1389.0,1121.0,173.0,171.0,173.0,171.0,35
59,New Mexico,Union County,2190.0,2170.0,330.0,318.0,45.0,49.0,45.0,49.0,35
61,New Mexico,Valencia County,53181.0,54414.0,7692.0,6968.0,863.0,911.0,863.0,911.0,35
1,New York,Albany County,229629.0,225724.0,9639.0,11231.0,1107.0,1431.0,1107.0,1431.0,36
