countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
31,Colorado,Denver County,563170.0,557272.0,63469.0,76078.0,4442.0,5185.0,4442.0,5185.0,8
33,Colorado,Dolores County,1337.0,1365.0,157.0,163.0,20.0,25.0,20.0,25.0,8
35,Colorado,Douglas County,299105.0,304588.0,13403.0,15196.0,1337.0,1693.0,1337.0,1693.0,8
37,Colorado,Eagle County,41482.0,39628.0,6582.0,7729.0,711.0,905.0,711.0,905.0,8
41,Colorado,El Paso County,550862.0,557194.0,54443.0,52936.0,4010.0,4265.0,4010.0,4265.0,8
39,Colorado,Elbert County,20654.0,20441.0,1584.0,2006.0,185.0,269.0,185.0,269.0,8
43,Colorado,Fremont County,26459.0,26529.0,2680.0,2771.0,313.0,374.0,313.0,374.0,8
45,Colorado,Garfield County,42834.0,41140.0,7965.0,9511.0,770.0,1001.0,770.0,1001.0,8
47,Colorado,Gilpin County,4895.0,4793.0,218.0,245.0,33.0,45.0,33.0,45.0,8
49,Colorado,Grand County,11325.0,10894.0,1427.0,1770.0,177.0,242.0,177.0,242.0,8
51,Colorado,Gunnison County,12712.0,12515.0,1398.0,1671.0,196.0,257.0,196.0,257.0,8
53,Colorado,Hinsdale County,490.0,464.0,68.0,93.0,8.0,13.0,8.0,13.0,8
55,Colorado,Huerfano County,4152.0,4177.0,399.0,350.0,56.0,59.0,56.0,59.0,8
57,Colorado,Jackson County,885.0,827.0,159.0,198.0,19.0,26.0,19.0,26.0,8
59,Colorado,Jefferson County,445092.0,447927.0,35897.0,32724.0,2875.0,2884.0,2875.0,2884.0,8
61,Colorado,Kiowa County,947.0,1005.0,111.0,91.0,15.0,15.0,15.0,15.0,8
63,Colorado,Kit Carson County,4778.0,4673.0,811.0,889.0,94.0,112.0,94.0,112.0,8
67,Colorado,La Plata County,39159.0,38641.0,5001.0,5284.0,546.0,619.0,546.0,619.0,8
65,Colorado,Lake County,5755.0,5251.0,969.0,1380.0,131.0,177.0,131.0,177.0,8
69,Colorado,Larimer County,269884.0,270517.0,22447.0,22967.0,2132.0,2383.0,2132.0,2383.0,8
71,Colorado,Las Animas County,8563.0,8620.0,1297.0,1300.0,147.0,174.0,147.0,174.0,8
73,Colorado,Lincoln County,3278.0,3283.0,382.0,371.0,53.0,58.0,53.0,58.0,8
75,Colorado,Logan County,12865.0,12663.0,1627.0,1766.0,198.0,243.0,198.0,243.0,8
77,Colorado,Mesa County,106545.0,105242.0,13094.0,14551.0,1329.0,1582.0,1329.0,1582.0,8
79,Colorado,Mineral County,451.0,456.0,56.0,67.0,7.0,10.0,7.0,10.0,8
81,Colorado,Moffat County,9887.0,9325.0,1103.0,1454.0,138.0,185.0,138.0,185.0,8
83,Colorado,Montezuma County,17066.0,16831.0,2751.0,3075.0,306.0,369.0,306.0,369.0,8
85,Colorado,Montrose County,27672.0,27289.0,4115.0,4609.0,437.0,546.0,437.0,546.0,8
87,Colorado,Morgan County,20214.0,19660.0,3547.0,3834.0,376.0,469.0,376.0,469.0,8
89,Colorado,Otero County,12214.0,12073.0,1572.0,1694.0,191.0,235.0,191.0,235.0,8
91,Colorado,Ouray County,3291.0,3125.0,309.0,376.0,42.0,57.0,42.0,57.0,8
93,Colorado,Park County,13373.0,13194.0,1289.0,1337.0,166.0,206.0,166.0,206.0,8
95,Colorado,Phillips County,2776.0,2736.0,435.0,553.0,52.0,72.0,52.0,72.0,8
97,Colorado,Pitkin County,12708.0,12826.0,1500.0,1323.0,190.0,204.0,190.0,204.0,8
99,Colorado,Prowers County,8109.0,7938.0,1383.0,1457.0,164.0,182.0,164.0,182.0,8
101,Colorado,Pueblo County,118604.0,119946.0,12543.0,12397.0,1279.0,1399.0,1279.0,1399.0,8
103,Colorado,Rio Blanco County,4538.0,4432.0,479.0,561.0,60.0,78.0,60.0,78.0,8
105,Colorado,Rio Grande County,7433.0,7314.0,1227.0,1276.0,139.0,165.0,139.0,165.0,8
107,Colorado,Routt County,19172.0,18613.0,2043.0,2323.0,249.0,335.0,249.0,335.0,8
109,Colorado,Saguache County,4069.0,4233.0,899.0,781.0,97.0,106.0,97.0,106.0,8
111,Colorado,San Juan County,467.0,447.0,65.0,94.0,9.0,14.0,9.0,14.0,8
113,Colorado,San Miguel County,6037.0,5827.0,844.0,901.0,107.0,127.0,107.0,127.0,8
115,Colorado,Sedgwick County,1400.0,1348.0,199.0,212.0,25.0,30.0,25.0,30.0,8
117,Colorado,Summit County,23276.0,22003.0,3217.0,3959.0,427.0,561.0,427.0,561.0,8
119,Colorado,Teller County,17790.0,17599.0,1544.0,1605.0,187.0,233.0,187.0,233.0,8
121,Colorado,Washington County,3253.0,3261.0,386.0,360.0,49.0,53.0,49.0,53.0,8
123,Colorado,Weld County,247484.0,251503.0,30273.0,33567.0,2433.0,2777.0,2433.0,2777.0,8
125,Colorado,Yuma County,6688.0,6482.0,1194.0,1390.0,134.0,172.0,134.0,172.0,8
1,Connecticut,Fairfield County,704697.0,722021.0,72442.0,50469.0,4255.0,3757.0,4255.0,3757.0,9
3,Connecticut,Hartford County,675713.0,678364.0,43194.0,34029.0,3328.0,3012.0,3328.0,3012.0,9
5,Connecticut,Litchfield County,131779.0,132030.0,8618.0,6543.0,976.0,899.0,976.0,899.0,9
7,Connecticut,Middlesex County,119478.0,118892.0,5840.0,4797.0,703.0,695.0,703.0,695.0,9
9,Connecticut,New Haven County,632300.0,634336.0,47465.0,37717.0,3509.0,3317.0,3509.0,3317.0,9
11,Connecticut,New London County,193900.0,194376.0,12556.0,11053.0,1385.0,1398.0,1385.0,1398.0,9
13,Connecticut,Tolland County,107720.0,108071.0,5013.0,4181.0,628.0,639.0,628.0,639.0,9
15,Connecticut,Windham County,87227.0,87375.0,6018.0,4878.0,738.0,700.0,738.0,700.0,9
1,Delaware,Kent County,131739.0,133287.0,13058.0,12220.0,1322.0,1423.0,1322.0,1423.0,10
3,Delaware,New Castle County,422200.0,418070.0,30759.0,31367.0,1984.0,2152.0,1984.0,2152.0,10
5,Delaware,Sussex County,147386.0,153165.0,17093.0,13930.0,1484.0,1477.0,1484.0,1477.0,10
1,District of Columbia,District of Columbia,562679.0,562308.0,23635.0,21648.0,3079.0,3172.0,3079.0,3172.0,11
1,Florida,Alachua County,189668.0,191174.0,26882.0,24881.0,2512.0,2569.0,2512.0,2569.0,12
3,Florida,Baker County,19933.0,19516.0,2484.0,2901.0,281.0,371.0,281.0,371.0,12
5,Florida,Bay County,118632.0,113256.0,20640.0,22500.0,1873.0,2154.0,1873.0,2154.0,12
7,Florida,Bradford County,16441.0,16332.0,2568.0,2653.0,284.0,328.0,284.0,328.0,12
9,Florida,Brevard County,389348.0,392350.0,62753.0,62742.0,4561.0,4985.0,4561.0,4985.0,12
11,Florida,Broward County,1319355.0,1319355.0,282874.0,265926.0,12321.0,12607.0,12321.0,12607.0,12
13,Florida,Calhoun County,8308.0,8148.0,1559.0,1564.0,165.0,190.0,165.0,190.0,12
15,Florida,Charlotte County,90917.0,93391.0,19097.0,18950.0,1712.0,1852.0,1712.0,1852.0,12
17,Florida,Citrus County,77170.0,79992.0,15868.0,14253.0,1460.0,1599.0,1460.0,1599.0,12
19,Florida,Clay County,160247.0,159321.0,23029.0,24628.0,2048.0,2496.0,2048.0,2496.0,12
21,Florida,Collier County,200877.0,212198.0,54372.0,46388.0,3727.0,3747.0,3727.0,3747.0,12
23,Florida,Columbia County,45128.0,44817.0,7488.0,7616.0,756.0,873.0,756.0,873.0,12
27,Florida,DeSoto County,19169.0,19458.0,6914.0,6624.0,619.0,702.0,619.0,702.0,12
29,Florida,Dixie County,9046.0,9286.0,1918.0,1617.0,198.0,211.0,198.0,211.0,12
31,Florida,Duval County,685121.0,691221.0,114072.0,104240.0,7014.0,7105.0,7014.0,7105.0,12
33,Florida,Escambia County,212148.0,211901.0,34595.0,34716.0,2821.0,3087.0,2821.0,3087.0,12
35,Florida,Flagler County,66125.0,68186.0,12438.0,11745.0,1192.0,1271.0,1192.0,1271.0,12
37,Florida,Franklin County,6085.0,6013.0,1324.0,1351.0,139.0,165.0,139.0,165.0,12
39,Florida,Gadsden County,28543.0,26743.0,5549.0,5691.0,561.0,627.0,561.0,627.0,12
41,Florida,Gilchrist County,11286.0,11496.0,2347.0,2199.0,232.0,269.0,232.0,269.0,12
43,Florida,Glades County,6214.0,6212.0,2241.0,2276.0,213.0,252.0,213.0,252.0,12
45,Florida,Gulf County,8388.0,8147.0,1314.0,1443.0,148.0,190.0,148.0,190.0,12
47,Florida,Hamilton County,7613.0,7435.0,1369.0,1397.0,147.0,180.0,147.0,180.0,12
49,Florida,Hardee County,16452.0,16318.0,4077.0,3999.0,410.0,457.0,410.0,457.0,12
51,Florida,Hendry County,25695.0,25560.0,9450.0,9764.0,791.0,924.0,791.0,924.0,12
53,Florida,Hernando County,117074.0,119118.0,21668.0,22251.0,1834.0,2218.0,1834.0,2218.0,12
55,Florida,Highlands County,52766.0,53190.0,13536.0,12344.0,1198.0,1297.0,1198.0,1297.0,12
57,Florida,Hillsborough County,1052723.0,1092445.0,184263.0,159595.0,9188.0,9220.0,9188.0,9220.0,12
59,Florida,Holmes County,11355.0,11414.0,2563.0,2314.0,253.0,261.0,253.0,261.0,12
61,Florida,Indian River County,85237.0,86631.0,19417.0,18225.0,1604.0,1880.0,1604.0,1880.0,12
63,Florida,Jackson County,26122.0,25626.0,4557.0,4297.0,456.0,493.0,456.0,493.0,12
65,Florida,Jefferson County,8081.0,8077.0,1417.0,1498.0,152.0,178.0,152.0,178.0,12
67,Florida,Lafayette County,4563.0,4597.0,1115.0,1030.0,120.0,134.0,120.0,134.0,12
69,Florida,Lake County,222986.0,227125.0,41405.0,41915.0,3299.0,3762.0,3299.0,3762.0,12
71,Florida,Lee County,441626.0,442140.0,96245.0,105507.0,5840.0,6611.0,5840.0,6611.0,12
73,Florida,Leon County,210392.0,210443.0,28530.0,25410.0,2578.0,2712.0,2578.0,2712.0,12
75,Florida,Levy County,24600.0,24878.0,5879.0,5655.0,585.0,641.0,585.0,641.0,12
77,Florida,Liberty County,4325.0,4142.0,738.0,812.0,85.0,105.0,85.0,105.0,12
79,Florida,Madison County,10460.0,10324.0,2095.0,2047.0,221.0,243.0,221.0,243.0,12
81,Florida,Manatee County,238997.0,244340.0,48162.0,45368.0,3509.0,3886.0,3509.0,3886.0,12
83,Florida,Marion County,206610.0,211410.0,42094.0,40007.0,3344.0,3638.0,3344.0,3638.0,12
85,Florida,Martin County,90270.0,91636.0,17411.0,15547.0,1462.0,1583.0,1462.0,1583.0,12
86,Florida,Miami-Dade County,1784093.0,1798090.0,428190.0,384832.0,15259.0,15318.0,15259.0,15318.0,12
87,Florida,Monroe County,43635.0,45848.0,12047.0,9679.0,1017.0,1040.0,1017.0,1040.0,12
89,Florida,Nassau County,60380.0,61230.0,8114.0,8771.0,819.0,1016.0,819.0,1016.0,12
91,Florida,Okaloosa County,147105.0,147927.0,24981.0,25259.0,2216.0,2496.0,2216.0,2496.0,12
93,Florida,Okeechobee County,23759.0,23772.0,6699.0,6471.0,624.0,684.0,624.0,684.0,12
95,Florida,Orange County,1007449.0,1015211.0,183226.0,175979.0,9993.0,10657.0,9993.0,10657.0,12
97,Florida,Osceola County,266670.0,276859.0,51986.0,47762.0,4240.0,4568.0,4240.0,4568.0,12
99,Florida,Palm Beach County,915200.0,909288.0,199201.0,201215.0,9194.0,9968.0,9194.0,9968.0,12
101,Florida,Pasco County,358159.0,378979.0,66501.0,57567.0,4326.0,4415.0,4326.0,4415.0,12
103,Florida,Pinellas County,608685.0,617043.0,110535.0,98540.0,6324.0,6459.0,6324.0,6459.0,12
105,Florida,Polk County,464085.0,478607.0,95885.0,91500.0,5864.0,6329.0,5864.0,6329.0,12
107,Florida,Putnam County,44894.0,44657.0,9959.0,9489.0,938.0,1018.0,938.0,1018.0,12
113,Florida,Santa Rosa County,131296.0,131303.0,17956.0,21986.0,1735.0,2216.0,1735.0,2216.0,12
115,Florida,Sarasota County,226368.0,230133.0,43250.0,43253.0,3177.0,3568.0,3177.0,3568.0,12
117,Florida,Seminole County,351143.0,348930.0,45093.0,48712.0,3496.0,4249.0,3496.0,4249.0,12
109,Florida,St. Johns County,187444.0,200277.0,22830.0,22407.0,2016.0,2317.0,2016.0,2317.0,12
111,Florida,St. Lucie County,199753.0,201973.0,44138.0,44555.0,3506.0,3947.0,3506.0,3947.0,12
119,Florida,Sumter County,41641.0,43170.0,5957.0,5820.0,612.0,723.0,612.0,723.0,12
121,Florida,Suwannee County,26721.0,26573.0,5457.0,5453.0,542.0,645.0,542.0,645.0,12
123,Florida,Taylor County,12413.0,12207.0,2149.0,2140.0,240.0,275.0,240.0,275.0,12
125,Florida,Union County,7315.0,7305.0,1046.0,845.0,122.0,126.0,122.0,126.0,12
127,Florida,Volusia County,336047.0,343547.0,66872.0,61020.0,4503.0,4871.0,4503.0,4871.0,12
129,Florida,Wakulla County,22093.0,21871.0,3131.0,3546.0,346.0,451.0,346.0,451.0,12
131,Florida,Walton County,47822.0,49173.0,9397.0,9906.0,896.0,1053.0,896.0,1053.0,12
133,Florida,Washington County,15073.0,14693.0,3248.0,3672.0,314.0,392.0,314.0,392.0,12
1,Georgia,Appling County,11578.0,11479.0,3001.0,2844.0,280.0,312.0,280.0,312.0,13
3,Georgia,Atkinson County,5170.0,5168.0,1615.0,1793.0,146.0,187.0,146.0,187.0,13
5,Georgia,Bacon County,7160.0,7056.0,1743.0,1615.0,170.0,190.0,170.0,190.0,13
7,Georgia,Baker County,1865.0,1728.0,411.0,400.0,48.0,53.0,48.0,53.0,13
9,Georgia,Baldwin County,26474.0,26189.0,5396.0,5067.0,577.0,656.0,577.0,656.0,13
11,Georgia,Banks County,12371.0,12207.0,3350.0,3460.0,303.0,368.0,303.0,368.0,13
13,Georgia,Barrow County,59459.0,59544.0,12872.0,14221.0,1096.0,1299.0,1096.0,1299.0,13
15,Georgia,Bartow County,74776.0,75234.0,16360.0,16564.0,1354.0,1633.0,1354.0,1633.0,13
17,Georgia,Ben Hill County,11020.0,10636.0,2279.0,2314.0,232.0,270.0,232.0,270.0,13
19,Georgia,Berrien County,12376.0,12717.0,3313.0,2857.0,308.0,332.0,308.0,332.0,13
21,Georgia,Bibb County,103218.0,101370.0,17632.0,15895.0,1606.0,1699.0,1606.0,1699.0,13
23,Georgia,Bleckley County,7933.0,7947.0,1343.0,1221.0,156.0,166.0,156.0,166.0,13
25,Georgia,Brantley County,12694.0,12315.0,2899.0,3281.0,293.0,367.0,293.0,367.0,13
27,Georgia,Brooks County,9781.0,9923.0,2317.0,1891.0,236.0,246.0,236.0,246.0,13
29,Georgia,Bryan County,31023.0,30605.0,4479.0,5555.0,467.0,656.0,467.0,656.0,13
31,Georgia,Bulloch County,52791.0,51904.0,10565.0,11414.0,1076.0,1250.0,1076.0,1250.0,13
33,Georgia,Burke County,15591.0,15379.0,2775.0,2640.0,292.0,320.0,292.0,320.0,13
35,Georgia,Butts County,15288.0,15155.0,2762.0,3032.0,297.0,373.0,297.0,373.0,13
37,Georgia,Calhoun County,2819.0,2825.0,636.0,579.0,65.0,74.0,65.0,74.0,13
39,Georgia,Camden County,38384.0,38210.0,6350.0,6577.0,703.0,808.0,703.0,808.0,13
43,Georgia,Candler County,6583.0,6608.0,1883.0,1872.0,172.0,208.0,172.0,208.0,13
45,Georgia,Carroll County,82532.0,82792.0,16536.0,16435.0,1482.0,1675.0,1482.0,1675.0,13
47,Georgia,Catoosa County,48288.0,47432.0,6996.0,7761.0,720.0,914.0,720.0,914.0,13
49,Georgia,Charlton County,6973.0,6824.0,1777.0,1833.0,177.0,212.0,177.0,212.0,13
51,Georgia,Chatham County,191378.0,189710.0,37624.0,34368.0,2906.0,3012.0,2906.0,3012.0,13
53,Georgia,Chattahoochee County,6925.0,6217.0,826.0,966.0,142.0,168.0,142.0,168.0,13
55,Georgia,Chattooga County,15803.0,15649.0,3309.0,3234.0,318.0,380.0,318.0,380.0,13
57,Georgia,Cherokee County,189742.0,193120.0,31738.0,31439.0,2493.0,2849.0,2493.0,2849.0,13
59,Georgia,Clarke County,85270.0,84910.0,17173.0,15544.0,1665.0,1666.0,1665.0,1666.0,13
61,Georgia,Clay County,1639.0,1600.0,343.0,330.0,42.0,46.0,42.0,46.0,13
63,Georgia,Clayton County,208067.0,201011.0,46395.0,45192.0,3592.0,4048.0,3592.0,4048.0,13
65,Georgia,Clinch County,4418.0,4171.0,962.0,1113.0,102.0,124.0,102.0,124.0,13
67,Georgia,Cobb County,562324.0,561281.0,94503.0,89638.0,5696.0,6009.0,5696.0,6009.0,13
69,Georgia,Coffee County,26561.0,26206.0,6927.0,6709.0,628.0,738.0,628.0,738.0,13
71,Georgia,Colquitt County,28267.0,28008.0,8674.0,8391.0,710.0,805.0,710.0,805.0,13
73,Georgia,Columbia County,118833.0,120304.0,16534.0,16809.0,1514.0,1854.0,1514.0,1854.0,13
75,Georgia,Cook County,11492.0,11524.0,2638.0,2431.0,247.0,281.0,247.0,281.0,13
77,Georgia,Coweta County,111328.0,109826.0,15969.0,17616.0,1387.0,1714.0,1387.0,1714.0,13
79,Georgia,Crawford County,8140.0,7828.0,1717.0,1735.0,183.0,213.0,183.0,213.0,13
81,Georgia,Crisp County,14425.0,13511.0,2888.0,3003.0,318.0,349.0,318.0,349.0,13
83,Georgia,Dade County,9967.0,9786.0,1972.0,2015.0,202.0,244.0,202.0,244.0,13
85,Georgia,Dawson County,17299.0,17627.0,3496.0,3816.0,345.0,447.0,345.0,447.0,13
89,Georgia,DeKalb County,537051.0,547185.0,109204.0,88744.0,6208.0,6119.0,6208.0,6119.0,13
87,Georgia,Decatur County,16966.0,16990.0,3810.0,3304.0,364.0,385.0,364.0,385.0,13
91,Georgia,Dodge County,12430.0,12261.0,2518.0,2285.0,262.0,293.0,262.0,293.0,13
93,Georgia,Dooly County,6992.0,6844.0,1612.0,1319.0,169.0,163.0,169.0,163.0,13
95,Georgia,Dougherty County,57300.0,54624.0,11325.0,10304.0,1119.0,1122.0,1119.0,1122.0,13
97,Georgia,Douglas County,108615.0,104296.0,18875.0,21092.0,1699.0,2009.0,1699.0,2009.0,13
99,Georgia,Early County,6735.0,6573.0,1238.0,1095.0,131.0,141.0,131.0,141.0,13
101,Georgia,Echols County,2593.0,2560.0,793.0,821.0,81.0,91.0,81.0,91.0,13
103,Georgia,Effingham County,49024.0,48631.0,7337.0,8383.0,741.0,945.0,741.0,945.0,13
105,Georgia,Elbert County,12087.0,11997.0,2691.0,2667.0,262.0,300.0,262.0,300.0,13
107,Georgia,Emanuel County,14411.0,13757.0,3044.0,3270.0,305.0,347.0,305.0,347.0,13
109,Georgia,Evans County,6767.0,6674.0,1575.0,1530.0,155.0,179.0,155.0,179.0,13
111,Georgia,Fannin County,14529.0,14801.0,3493.0,3397.0,339.0,390.0,339.0,390.0,13
113,Georgia,Fayette County,82985.0,81672.0,10537.0,11403.0,926.0,1133.0,926.0,1133.0,13
115,Georgia,Floyd County,63839.0,62367.0,14101.0,14876.0,1199.0,1398.0,1199.0,1398.0,13
117,Georgia,Forsyth County,193156.0,202288.0,23650.0,22724.0,1799.0,2085.0,1799.0,2085.0,13
119,Georgia,Franklin County,14552.0,14819.0,3484.0,3217.0,339.0,363.0,339.0,363.0,13
121,Georgia,Fulton County,793643.0,806650.0,114040.0,100137.0,6902.0,7354.0,6902.0,7354.0,13
123,Georgia,Gilmer County,18090.0,18155.0,5046.0,5073.0,455.0,543.0,455.0,543.0,13
125,Georgia,Glascock County,2070.0,1993.0,338.0,403.0,39.0,52.0,39.0,52.0,13
127,Georgia,Glynn County,53784.0,53283.0,12217.0,11964.0,1078.0,1223.0,1078.0,1223.0,13
129,Georgia,Gordon County,38752.0,38214.0,9421.0,10266.0,839.0,1025.0,839.0,1025.0,13
131,Georgia,Grady County,15582.0,15206.0,3997.0,3890.0,370.0,423.0,370.0,423.0,13
133,Georgia,Greene County,10480.0,10615.0,2295.0,2186.0,224.0,246.0,224.0,246.0,13
135,Georgia,Gwinnett County,684819.0,701949.0,147535.0,129745.0,7754.0,8217.0,7754.0,8217.0,13
137,Georgia,Habersham County,27491.0,27471.0,7023.0,7518.0,611.0,735.0,611.0,735.0,13
139,Georgia,Hall County,133213.0,135410.0,36780.0,34820.0,2390.0,2721.0,2390.0,2721.0,13
141,Georgia,Hancock County,4454.0,4348.0,669.0,640.0,91.0,97.0,91.0,97.0,13
143,Georgia,Haralson County,20622.0,21056.0,4091.0,4044.0,409.0,471.0,409.0,471.0,13
145,Georgia,Harris County,25192.0,25387.0,3082.0,3361.0,323.0,407.0,323.0,407.0,13
147,Georgia,Hart County,15863.0,16010.0,3845.0,3490.0,378.0,416.0,378.0,416.0,13
149,Georgia,Heard County,8075.0,8147.0,1536.0,1534.0,159.0,193.0,159.0,193.0,13
151,Georgia,Henry County,180718.0,177237.0,25109.0,27433.0,2230.0,2722.0,2230.0,2722.0,13
153,Georgia,Houston County,117875.0,117944.0,17854.0,17415.0,1730.0,2015.0,1730.0,2015.0,13
155,Georgia,Irwin County,5582.0,5457.0,1037.0,1044.0,112.0,129.0,112.0,129.0,13
157,Georgia,Jackson County,52490.0,54706.0,9513.0,9843.0,862.0,1033.0,862.0,1033.0,13
159,Georgia,Jasper County,9571.0,9320.0,2005.0,2301.0,203.0,254.0,203.0,254.0,13
161,Georgia,Jeff Davis County,9971.0,9793.0,2410.0,2528.0,238.0,292.0,238.0,292.0,13
163,Georgia,Jefferson County,9660.0,9387.0,2187.0,2124.0,214.0,242.0,214.0,242.0,13
165,Georgia,Jenkins County,4886.0,4847.0,1053.0,1057.0,113.0,134.0,113.0,134.0,13
167,Georgia,Johnson County,5188.0,4907.0,1031.0,1116.0,111.0,128.0,111.0,128.0,13
169,Georgia,Jones County,19972.0,19696.0,3307.0,3350.0,341.0,413.0,341.0,413.0,13
171,Georgia,Lamar County,12714.0,12533.0,1920.0,2057.0,220.0,256.0,220.0,256.0,13
173,Georgia,Lanier County,7315.0,7309.0,1298.0,1424.0,161.0,199.0,161.0,199.0,13
175,Georgia,Laurens County,31921.0,31243.0,5843.0,5787.0,577.0,665.0,577.0,665.0,13
177,Georgia,Lee County,22384.0,21718.0,2969.0,3443.0,331.0,426.0,331.0,426.0,13
179,Georgia,Liberty County,47131.0,45107.0,6540.0,7571.0,741.0,968.0,741.0,968.0,13
181,Georgia,Lincoln County,4843.0,4580.0,1029.0,1242.0,108.0,140.0,108.0,140.0,13
183,Georgia,Long County,14135.0,14132.0,2987.0,3227.0,349.0,417.0,349.0,417.0,13
185,Georgia,Lowndes County,79183.0,79120.0,16602.0,15582.0,1548.0,1691.0,1548.0,1691.0,13
187,Georgia,Lumpkin County,19944.0,19748.0,4668.0,5067.0,481.0,599.0,481.0,599.0,13
193,Georgia,Macon County,7142.0,6548.0,1522.0,1639.0,163.0,184.0,163.0,184.0,13
195,Georgia,Madison County,19908.0,19980.0,4470.0,4674.0,422.0,500.0,422.0,500.0,13
197,Georgia,Marion County,5260.0,5376.0,1231.0,1150.0,127.0,139.0,127.0,139.0,13
189,Georgia,McDuffie County,14263.0,13790.0,2770.0,2688.0,286.0,323.0,286.0,323.0,13
191,Georgia,McIntosh County,8502.0,8309.0,1668.0,1619.0,184.0,214.0,184.0,214.0,13
199,Georgia,Meriwether County,13544.0,13105.0,2851.0,2943.0,285.0,338.0,285.0,338.0,13
201,Georgia,Miller County,3610.0,3541.0,749.0,691.0,80.0,86.0,80.0,86.0,13
205,Georgia,Mitchell County,12991.0,12530.0,2932.0,2756.0,285.0,318.0,285.0,318.0,13
207,Georgia,Monroe County,18554.0,18113.0,2895.0,3293.0,300.0,378.0,300.0,378.0,13
209,Georgia,Montgomery County,5500.0,5273.0,1187.0,1170.0,122.0,136.0,122.0,136.0,13
211,Georgia,Morgan County,12998.0,12977.0,2266.0,2308.0,234.0,275.0,234.0,275.0,13
213,Georgia,Murray County,26652.0,25897.0,6817.0,7336.0,605.0,728.0,605.0,728.0,13
215,Georgia,Muscogee County,140096.0,133250.0,21415.0,24918.0,1894.0,2432.0,1894.0,2432.0,13
217,Georgia,Newton County,78935.0,78233.0,15821.0,15543.0,1453.0,1660.0,1453.0,1660.0,13
219,Georgia,Oconee County,30867.0,30901.0,3401.0,3877.0,344.0,448.0,344.0,448.0,13
221,Georgia,Oglethorpe County,9751.0,9475.0,2374.0,2616.0,233.0,297.0,233.0,297.0,13
223,Georgia,Paulding County,129864.0,130571.0,20564.0,21582.0,1861.0,2260.0,1861.0,2260.0,13
225,Georgia,Peach County,17708.0,17187.0,3800.0,4179.0,389.0,463.0,389.0,463.0,13
227,Georgia,Pickens County,21162.0,20764.0,4086.0,4658.0,399.0,501.0,399.0,501.0,13
229,Georgia,Pierce County,13021.0,12953.0,2854.0,2865.0,274.0,330.0,274.0,330.0,13
231,Georgia,Pike County,13372.0,13286.0,2361.0,2440.0,235.0,271.0,235.0,271.0,13
233,Georgia,Polk County,28970.0,28504.0,6337.0,6654.0,601.0,699.0,601.0,699.0,13
235,Georgia,Pulaski County,6186.0,6171.0,1161.0,1112.0,129.0,149.0,129.0,149.0,13
237,Georgia,Putnam County,13387.0,13523.0,2988.0,2842.0,297.0,343.0,297.0,343.0,13
239,Georgia,Quitman County,1255.0,1135.0,308.0,342.0,34.0,41.0,34.0,41.0,13
241,Georgia,Rabun County,9460.0,9327.0,2592.0,2726.0,249.0,287.0,249.0,287.0,13
243,Georgia,Randolph County,3970.0,3621.0,777.0,840.0,90.0,106.0,90.0,106.0,13
245,Georgia,Richmond County,136545.0,128973.0,22751.0,25456.0,2090.0,2442.0,2090.0,2442.0,13
247,Georgia,Rockdale County,63824.0,62144.0,12249.0,11718.0,1149.0,1283.0,1149.0,1283.0,13
249,Georgia,Schley County,3655.0,3543.0,634.0,660.0,73.0,86.0,73.0,86.0,13
251,Georgia,Screven County,9034.0,8718.0,1658.0,1745.0,188.0,221.0,188.0,221.0,13
253,Georgia,Seminole County,5063.0,4919.0,1026.0,993.0,109.0,125.0,109.0,125.0,13
255,Georgia,Spalding County,43898.0,43423.0,8962.0,8813.0,870.0,982.0,870.0,982.0,13
257,Georgia,Stephens County,16863.0,16716.0,3227.0,3348.0,314.0,361.0,314.0,361.0,13
259,Georgia,Stewart County,3190.0,3136.0,726.0,781.0,113.0,142.0,113.0,142.0,13
261,Georgia,Sumter County,18819.0,18186.0,3632.0,3573.0,394.0,431.0,394.0,431.0,13
263,Georgia,Talbot County,3827.0,3617.0,733.0,741.0,83.0,97.0,83.0,97.0,13
265,Georgia,Taliaferro County,889.0,837.0,189.0,230.0,24.0,29.0,24.0,29.0,13
267,Georgia,Tattnall County,13600.0,13527.0,3326.0,3253.0,323.0,367.0,323.0,367.0,13
269,Georgia,Taylor County,5204.0,5015.0,978.0,1020.0,111.0,127.0,111.0,127.0,13
271,Georgia,Telfair County,8080.0,7878.0,1637.0,1585.0,187.0,215.0,187.0,215.0,13
273,Georgia,Terrell County,5343.0,5138.0,1106.0,1112.0,118.0,134.0,118.0,134.0,13
275,Georgia,Thomas County,29692.0,29416.0,5679.0,5236.0,552.0,590.0,552.0,590.0,13
277,Georgia,Tift County,26246.0,25647.0,6242.0,6377.0,592.0,687.0,592.0,687.0,13
279,Georgia,Toombs County,17555.0,17226.0,4238.0,4333.0,399.0,453.0,399.0,453.0,13
281,Georgia,Towns County,5472.0,5590.0,1272.0,1242.0,131.0,153.0,131.0,153.0,13
283,Georgia,Treutlen County,4198.0,4036.0,986.0,1029.0,102.0,121.0,102.0,121.0,13
285,Georgia,Troup County,47458.0,46844.0,9452.0,9187.0,887.0,1056.0,887.0,1056.0,13
