county_state,countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
"Coosa County, AL",37,AL,Coosa County,7005.0,6737.0,891.0,893.0,117.0,130.0,117.0,130.0,1
"Covington County, AL",39,AL,Covington County,25182.0,24853.0,3608.0,3419.0,383.0,432.0,383.0,432.0,1
"Crenshaw County, AL",41,AL,Crenshaw County,9519.0,9332.0,1471.0,1383.0,170.0,177.0,170.0,177.0,1
"Cullman County, AL",43,AL,Cullman County,58361.0,57939.0,9008.0,9486.0,876.0,1023.0,876.0,1023.0,1
"Dale County, AL",45,AL,Dale County,34939.0,33375.0,4777.0,5364.0,545.0,640.0,545.0,640.0,1
"Dallas County, AL",47,AL,Dallas County,26105.0,24145.0,3263.0,3137.0,397.0,410.0,397.0,410.0,1
"DeKalb County, AL",49,AL,DeKalb County,47148.0,46573.0,10814.0,10945.0,925.0,1074.0,925.0,1074.0,1
"Elmore County, AL",51,AL,Elmore County,59048.0,57418.0,5781.0,7016.0,663.0,841.0,663.0,841.0,1
"Escambia County, AL",53,AL,Escambia County,23502.0,22782.0,3875.0,3845.0,426.0,477.0,426.0,477.0,1
"Etowah County, AL",55,AL,Etowah County,70408.0,68689.0,10281.0,10981.0,1025.0,1162.0,1025.0,1162.0,1
"Fayette County, AL",57,AL,Fayette County,11063.0,10657.0,1508.0,1702.0,182.0,226.0,182.0,226.0,1
"Franklin County, AL",59,AL,Franklin County,21683.0,21457.0,3952.0,4052.0,421.0,471.0,421.0,471.0,1
"Geneva County, AL",61,AL,Geneva County,17613.0,17348.0,3009.0,3073.0,321.0,361.0,321.0,361.0,1
"Greene County, AL",63,AL,Greene County,5370.0,5005.0,708.0,655.0,97.0,101.0,97.0,101.0,1
"Hale County, AL",65,AL,Hale County,10191.0,9868.0,1335.0,1267.0,170.0,180.0,170.0,180.0,1
"Henry County, AL",67,AL,Henry County,11401.0,11318.0,1632.0,1547.0,188.0,205.0,188.0,205.0,1
"Houston County, AL",69,AL,Houston County,73972.0,72803.0,11329.0,11411.0,929.0,1073.0,929.0,1073.0,1
"Jackson County, AL",71,AL,Jackson County,34979.0,35076.0,5584.0,5080.0,597.0,606.0,597.0,606.0,1
"Jefferson County, AL",73,AL,Jefferson County,479474.0,471522.0,57398.0,52251.0,3966.0,4001.0,3966.0,4001.0,1
"Lamar County, AL",75,AL,Lamar County,9348.0,9168.0,1257.0,1257.0,153.0,172.0,153.0,172.0,1
"Lauderdale County, AL",77,AL,Lauderdale County,63283.0,63100.0,8571.0,8463.0,916.0,1026.0,916.0,1026.0,1
"Lawrence County, AL",79,AL,Lawrence County,22524.0,22372.0,3906.0,3972.0,415.0,487.0,415.0,487.0,1
"Lee County, AL",81,AL,Lee County,124409.0,125043.0,14928.0,14739.0,1664.0,1718.0,1664.0,1718.0,1
"Limestone County, AL",83,AL,Limestone County,71995.0,73279.0,9428.0,10130.0,957.0,1156.0,957.0,1156.0,1
"Lowndes County, AL",85,AL,Lowndes County,6817.0,6398.0,826.0,845.0,106.0,117.0,106.0,117.0,1
"Macon County, AL",87,AL,Macon County,11245.0,10350.0,1349.0,1575.0,185.0,231.0,185.0,231.0,1
"Madison County, AL",89,AL,Madison County,279588.0,281205.0,28344.0,30958.0,2427.0,2874.0,2427.0,2874.0,1
"Marengo County, AL",91,AL,Marengo County,13251.0,12699.0,1651.0,1583.0,201.0,213.0,201.0,213.0,1
"Marion County, AL",93,AL,Marion County,20024.0,19808.0,2816.0,2793.0,334.0,385.0,334.0,385.0,1
"Marshall County, AL",95,AL,Marshall County,66669.0,66479.0,12136.0,11931.0,1003.0,1092.0,1003.0,1092.0,1
"Mobile County, AL",97,AL,Mobile County,294527.0,290543.0,42767.0,39675.0,3245.0,3429.0,3245.0,3429.0,1
"Monroe County, AL",99,AL,Monroe County,14008.0,13390.0,2083.0,2066.0,257.0,293.0,257.0,293.0,1
"Montgomery County, AL",101,AL,Montgomery County,159809.0,153185.0,21123.0,21230.0,1935.0,2065.0,1935.0,2065.0,1
"Morgan County, AL",103,AL,Morgan County,84289.0,81479.0,12379.0,14055.0,1167.0,1407.0,1167.0,1407.0,1
"Perry County, AL",105,AL,Perry County,5621.0,5193.0,776.0,732.0,105.0,106.0,105.0,106.0,1
"Pickens County, AL",107,AL,Pickens County,12422.0,11990.0,1755.0,1717.0,209.0,226.0,209.0,226.0,1
"Pike County, AL",109,AL,Pike County,22345.0,22231.0,3498.0,3164.0,418.0,467.0,418.0,467.0,1
"Randolph County, AL",111,AL,Randolph County,15472.0,15192.0,2165.0,2268.0,261.0,300.0,261.0,300.0,1
"Russell County, AL",113,AL,Russell County,43117.0,41809.0,5473.0,5730.0,674.0,810.0,674.0,810.0,1
"Shelby County, AL",117,AL,Shelby County,165710.0,166801.0,15878.0,17077.0,1470.0,1757.0,1470.0,1757.0,1
"St. Clair County, AL",115,AL,St. Clair County,65748.0,64866.0,7465.0,8510.0,826.0,1006.0,826.0,1006.0,1
"Sumter County, AL",119,AL,Sumter County,7999.0,7660.0,1218.0,1055.0,159.0,160.0,159.0,160.0,1
"Talladega County, AL",121,AL,Talladega County,55213.0,53631.0,6969.0,7026.0,761.0,833.0,761.0,833.0,1
"Tallapoosa County, AL",123,AL,Tallapoosa County,27198.0,25976.0,3761.0,4076.0,419.0,491.0,419.0,491.0,1
"Tuscaloosa County, AL",125,AL,Tuscaloosa County,154095.0,151403.0,17245.0,17467.0,1748.0,1831.0,1748.0,1831.0,1
"Walker County, AL",127,AL,Walker County,43707.0,43772.0,6674.0,5760.0,701.0,699.0,701.0,699.0,1
"Washington County, AL",129,AL,Washington County,11170.0,10713.0,1781.0,1782.0,201.0,231.0,201.0,231.0,1
"Wilcox County, AL",131,AL,Wilcox County,7135.0,6659.0,934.0,928.0,109.0,120.0,109.0,120.0,1
"Winston County, AL",133,AL,Winston County,15929.0,15501.0,2389.0,2434.0,277.0,299.0,277.0,299.0,1
"Aleutians East Borough, AK",13,AK,Aleutians East Borough,2276.0,2501.0,691.0,655.0,83.0,96.0,83.0,96.0,2
"Aleutians West Census Area, AK",16,AK,Aleutians West Census Area,4112.0,4155.0,884.0,1092.0,108.0,138.0,108.0,138.0,2
"Anchorage Borough, AK",20,AK,Anchorage Borough,221770.0,224907.0,27810.0,27512.0,1763.0,1933.0,1763.0,1933.0,2
"Bethel Census Area, AK",50,AK,Bethel Census Area,13692.0,13837.0,2755.0,3307.0,260.0,348.0,260.0,348.0,2
"Bristol Bay Borough, AK",60,AK,Bristol Bay Borough,578.0,524.0,103.0,116.0,13.0,16.0,13.0,16.0,2
"Chugach Census Area, AK",63,AK,Chugach Census Area,,4739.0,,830.0,,110.0,,110.0,2
"Copper River Census Area, AK",66,AK,Copper River Census Area,,2001.0,,374.0,,52.0,,52.0,2
"Denali Borough, AK",68,AK,Denali Borough,1583.0,1542.0,206.0,221.0,28.0,32.0,28.0,32.0,2
"Dillingham Census Area, AK",70,AK,Dillingham Census Area,3693.0,3710.0,678.0,757.0,74.0,92.0,74.0,92.0,2
"Fairbanks North Star Borough, AK",90,AK,Fairbanks North Star Borough,72894.0,71194.0,9282.0,9886.0,913.0,1115.0,913.0,1115.0,2
"Haines Borough, AK",100,AK,Haines Borough,1742.0,1768.0,252.0,252.0,33.0,39.0,33.0,39.0,2
"Hoonah-Angoon Census Area, AK",105,AK,Hoonah-Angoon Census Area,1293.0,1314.0,323.0,328.0,36.0,43.0,36.0,43.0,2
"Juneau Borough, AK",110,AK,Juneau Borough,23869.0,24370.0,3070.0,2815.0,317.0,341.0,317.0,341.0,2
"Kenai Peninsula Borough, AK",122,AK,Kenai Peninsula Borough,40188.0,40602.0,6432.0,6611.0,598.0,700.0,598.0,700.0,2
"Ketchikan Gateway Borough, AK",130,AK,Ketchikan Gateway Borough,9892.0,9836.0,1547.0,1620.0,164.0,193.0,164.0,193.0,2
"Kodiak Island Borough, AK",150,AK,Kodiak Island Borough,9189.0,9322.0,2047.0,2154.0,216.0,270.0,216.0,270.0,2
"Kusilvak Census Area, AK",158,AK,Kusilvak Census Area,6478.0,6480.0,1197.0,1433.0,144.0,182.0,144.0,182.0,2
"Lake and Peninsula Borough, AK",164,AK,Lake and Peninsula Borough,1127.0,1082.0,266.0,286.0,29.0,36.0,29.0,36.0,2
"Matanuska-Susitna Borough, AK",170,AK,Matanuska-Susitna Borough,80837.0,82524.0,11867.0,12499.0,936.0,1083.0,936.0,1083.0,2
"Nome Census Area, AK",180,AK,Nome Census Area,7385.0,7711.0,1533.0,1544.0,154.0,181.0,154.0,181.0,2
"North Slope Borough, AK",185,AK,North Slope Borough,7831.0,7496.0,1192.0,1388.0,141.0,177.0,141.0,177.0,2
"Northwest Arctic Borough, AK",188,AK,Northwest Arctic Borough,5681.0,5908.0,1201.0,1317.0,127.0,160.0,127.0,160.0,2
"Petersburg Borough, AK",195,AK,Petersburg Borough,2148.0,2245.0,430.0,422.0,47.0,55.0,47.0,55.0,2
"Prince of Wales-Hyder Census Area, AK",198,AK,Prince of Wales-Hyder Census Area,4062.0,4024.0,945.0,1049.0,96.0,124.0,96.0,124.0,2
"Sitka Borough, AK",220,AK,Sitka Borough,6132.0,6093.0,951.0,985.0,105.0,125.0,105.0,125.0,2
"Skagway Municipality, AK",230,AK,Skagway Municipality,893.0,858.0,112.0,152.0,16.0,22.0,16.0,22.0,2
"Southeast Fairbanks Census Area, AK",240,AK,Southeast Fairbanks Census Area,4653.0,4825.0,1044.0,1012.0,109.0,127.0,109.0,127.0,2
"Valdez-Cordova Census Area, AK",261,AK,Valdez-Cordova Census Area,6654.0,,1151.0,,129.0,,129.0,,2
"Wrangell City and Borough, AK",275,AK,Wrangell City and Borough,1521.0,1537.0,344.0,353.0,39.0,45.0,39.0,45.0,2
"Yakutat Borough, AK",282,AK,Yakutat Borough,374.0,413.0,83.0,119.0,11.0,16.0,11.0,16.0,2
"Yukon-Koyukuk Census Area, AK",290,AK,Yukon-Koyukuk Census Area,3466.0,3398.0,864.0,931.0,86.0,106.0,86.0,106.0,2
"Apache County, AZ",1,AZ,Apache County,46566.0,49973.0,12371.0,11431.0,1208.0,1253.0,1208.0,1253.0,4
"Cochise County, AZ",3,AZ,Cochise County,81385.0,79759.0,10599.0,11690.0,1139.0,1441.0,1139.0,1441.0,4
"Coconino County, AZ",5,AZ,Coconino County,95299.0,96453.0,17084.0,17982.0,1623.0,1901.0,1623.0,1901.0,4
"Gila County, AZ",7,AZ,Gila County,31746.0,32368.0,5535.0,5230.0,596.0,647.0,596.0,647.0,4
"Graham County, AZ",9,AZ,Graham County,26779.0,26402.0,3591.0,4456.0,423.0,576.0,423.0,576.0,4
"Greenlee County, AZ",11,AZ,Greenlee County,7492.0,7139.0,640.0,857.0,97.0,146.0,97.0,146.0,4
"La Paz County, AZ",12,AZ,La Paz County,9701.0,9826.0,2616.0,2422.0,276.0,296.0,276.0,296.0,4
"Maricopa County, AZ",13,AZ,Maricopa County,3232790.0,3295466.0,493829.0,506323.0,12788.0,13651.0,12788.0,13651.0,4
"Mohave County, AZ",15,AZ,Mohave County,121716.0,122347.0,19205.0,20698.0,1842.0,2293.0,1842.0,2293.0,4
"Navajo County, AZ",17,AZ,Navajo County,72192.0,75165.0,15219.0,14731.0,1458.0,1533.0,1458.0,1533.0,4
"Pima County, AZ",19,AZ,Pima County,703642.0,718975.0,107748.0,99835.0,6520.0,6666.0,6520.0,6666.0,4
"Pinal County, AZ",21,AZ,Pinal County,296573.0,307893.0,43484.0,45792.0,3660.0,4190.0,3660.0,4190.0,4
"Santa Cruz County, AZ",23,AZ,Santa Cruz County,30691.0,29897.0,6241.0,7095.0,710.0,924.0,710.0,924.0,4
"Yavapai County, AZ",25,AZ,Yavapai County,132735.0,135102.0,23125.0,21588.0,2172.0,2330.0,2172.0,2330.0,4
"Yuma County, AZ",27,AZ,Yuma County,132903.0,134523.0,28673.0,28360.0,2671.0,2802.0,2671.0,2802.0,4
"Arkansas County, AR",1,AR,Arkansas County,12346.0,12317.0,1338.0,1100.0,173.0,165.0,173.0,165.0,5
"Ashley County, AR",3,AR,Ashley County,13569.0,13184.0,1710.0,1529.0,209.0,212.0,209.0,212.0,5
"Baxter County, AR",5,AR,Baxter County,25735.0,25998.0,2924.0,2705.0,349.0,378.0,349.0,378.0,5
"Benton County, AR",7,AR,Benton County,214607.0,226741.0,26888.0,25236.0,2163.0,2380.0,2163.0,2380.0,5
"Boone County, AR",9,AR,Boone County,26399.0,26184.0,2919.0,3020.0,360.0,425.0,360.0,425.0,5
"Bradley County, AR",11,AR,Bradley County,7385.0,7187.0,1114.0,1053.0,137.0,148.0,137.0,148.0,5
"Calhoun County, AR",13,AR,Calhoun County,3492.0,3353.0,372.0,384.0,49.0,58.0,49.0,58.0,5
"Carroll County, AR",15,AR,Carroll County,18109.0,18063.0,3225.0,3037.0,372.0,416.0,372.0,416.0,5
"Chicot County, AR",17,AR,Chicot County,6503.0,6160.0,678.0,556.0,86.0,88.0,86.0,88.0,5
"Clark County, AR",19,AR,Clark County,14152.0,13683.0,1471.0,1510.0,203.0,243.0,203.0,243.0,5
"Clay County, AR",21,AR,Clay County,10051.0,9945.0,1131.0,1065.0,145.0,155.0,145.0,155.0,5
"Cleburne County, AR",23,AR,Cleburne County,16056.0,16249.0,1897.0,1538.0,224.0,229.0,224.0,229.0,5
"Cleveland County, AR",25,AR,Cleveland County,5682.0,5640.0,550.0,534.0,74.0,81.0,74.0,81.0,5
"Columbia County, AR",27,AR,Columbia County,15562.0,15151.0,1678.0,1637.0,227.0,256.0,227.0,256.0,5
"Conway County, AR",29,AR,Conway County,14926.0,15126.0,1603.0,1357.0,198.0,203.0,198.0,203.0,5
"Craighead County, AR",31,AR,Craighead County,82055.0,83680.0,9347.0,8495.0,1063.0,1145.0,1063.0,1145.0,5
"Crawford County, AR",33,AR,Crawford County,46177.0,45540.0,5805.0,6217.0,649.0,793.0,649.0,793.0,5
"Crittenden County, AR",35,AR,Crittenden County,35901.0,34761.0,3647.0,3445.0,464.0,484.0,464.0,484.0,5
"Cross County, AR",37,AR,Cross County,11764.0,11504.0,1269.0,1168.0,164.0,175.0,164.0,175.0,5
"Dallas County, AR",39,AR,Dallas County,4490.0,4165.0,433.0,466.0,59.0,70.0,59.0,70.0,5
"Desha County, AR",41,AR,Desha County,7943.0,7590.0,973.0,896.0,124.0,134.0,124.0,134.0,5
"Drew County, AR",43,AR,Drew County,12843.0,12550.0,1222.0,1257.0,166.0,201.0,166.0,201.0,5
"Faulkner County, AR",45,AR,Faulkner County,96013.0,97222.0,9860.0,8994.0,1125.0,1195.0,1125.0,1195.0,5
"Franklin County, AR",47,AR,Franklin County,12522.0,12661.0,1518.0,1422.0,187.0,216.0,187.0,216.0,5
"Fulton County, AR",49,AR,Fulton County,8035.0,8100.0,1061.0,807.0,136.0,127.0,136.0,127.0,5
"Garland County, AR",51,AR,Garland County,65084.0,65886.0,8848.0,7524.0,966.0,989.0,966.0,989.0,5
"Grant County, AR",53,AR,Grant County,13709.0,13796.0,1128.0,1151.0,148.0,178.0,148.0,178.0,5
"Greene County, AR",55,AR,Greene County,34279.0,34407.0,3253.0,3071.0,402.0,444.0,402.0,444.0,5
"Hempstead County, AR",57,AR,Hempstead County,15034.0,14665.0,2170.0,1878.0,256.0,264.0,256.0,264.0,5
"Hot Spring County, AR",59,AR,Hot Spring County,22595.0,22533.0,2291.0,2192.0,296.0,328.0,296.0,328.0,5
"Howard County, AR",61,AR,Howard County,9257.0,9213.0,1392.0,1162.0,171.0,166.0,171.0,166.0,5
"Independence County, AR",63,AR,Independence County,27229.0,26964.0,3028.0,2970.0,363.0,439.0,363.0,439.0,5
"Izard County, AR",65,AR,Izard County,8175.0,8368.0,991.0,767.0,120.0,118.0,120.0,118.0,5
"Jackson County, AR",67,AR,Jackson County,10361.0,10242.0,1080.0,980.0,140.0,156.0,140.0,156.0,5
"Jefferson County, AR",69,AR,Jefferson County,45165.0,42631.0,3927.0,3627.0,483.0,524.0,483.0,524.0,5
"Johnson County, AR",71,AR,Johnson County,18283.0,18444.0,2990.0,2642.0,337.0,371.0,337.0,371.0,5
"Lafayette County, AR",73,AR,Lafayette County,4272.0,4174.0,583.0,555.0,73.0,83.0,73.0,83.0,5
"Lawrence County, AR",75,AR,Lawrence County,11491.0,11428.0,1110.0,1123.0,140.0,171.0,140.0,171.0,5
"Lee County, AR",77,AR,Lee County,4780.0,4512.0,494.0,388.0,63.0,59.0,63.0,59.0,5
"Lincoln County, AR",79,AR,Lincoln County,6743.0,6708.0,745.0,622.0,96.0,98.0,96.0,98.0,5
"Little River County, AR",81,AR,Little River County,8669.0,8566.0,925.0,806.0,122.0,126.0,122.0,126.0,5
"Logan County, AR",83,AR,Logan County,15027.0,15086.0,1683.0,1481.0,203.0,228.0,203.0,228.0,5
"Lonoke County, AR",85,AR,Lonoke County,57960.0,58176.0,5225.0,5026.0,620.0,687.0,620.0,687.0,5
"Madison County, AR",87,AR,Madison County,11330.0,11628.0,1918.0,1544.0,223.0,227.0,223.0,227.0,5
"Marion County, AR",89,AR,Marion County,10421.0,10573.0,1275.0,1131.0,163.0,171.0,163.0,171.0,5
"Miller County, AR",91,AR,Miller County,31238.0,30838.0,3224.0,3115.0,411.0,450.0,411.0,450.0,5
"Mississippi County, AR",93,AR,Mississippi County,30252.0,29042.0,3156.0,3199.0,400.0,458.0,400.0,458.0,5
"Monroe County, AR",95,AR,Monroe County,4477.0,4335.0,474.0,425.0,62.0,67.0,62.0,67.0,5
"Montgomery County, AR",97,AR,Montgomery County,5495.0,5546.0,973.0,845.0,113.0,121.0,113.0,121.0,5
"Nevada County, AR",99,AR,Nevada County,5842.0,5626.0,542.0,497.0,74.0,83.0,74.0,83.0,5
"Newton County, AR",101,AR,Newton County,5013.0,5009.0,567.0,414.0,75.0,69.0,75.0,69.0,5
"Ouachita County, AR",103,AR,Ouachita County,16538.0,15974.0,1547.0,1479.0,203.0,226.0,203.0,226.0,5
"Perry County, AR",105,AR,Perry County,7433.0,7300.0,809.0,762.0,104.0,116.0,104.0,116.0,5
"Phillips County, AR",107,AR,Phillips County,12581.0,11810.0,1245.0,1052.0,168.0,166.0,168.0,166.0,5
"Pike County, AR",109,AR,Pike County,7181.0,7222.0,1174.0,967.0,142.0,134.0,142.0,134.0,5
"Poinsett County, AR",111,AR,Poinsett County,16796.0,16854.0,2010.0,1597.0,246.0,238.0,246.0,238.0,5
"Polk County, AR",113,AR,Polk County,12830.0,12886.0,2220.0,1888.0,255.0,262.0,255.0,262.0,5
"Pope County, AR",115,AR,Pope County,44517.0,44901.0,6019.0,5421.0,714.0,723.0,714.0,723.0,5
"Prairie County, AR",117,AR,Prairie County,5463.0,5314.0,582.0,585.0,75.0,89.0,75.0,89.0,5
"Pulaski County, AR",119,AR,Pulaski County,289389.0,284513.0,31959.0,31894.0,2782.0,3055.0,2782.0,3055.0,5
"Randolph County, AR",121,AR,Randolph County,12486.0,12840.0,1641.0,1492.0,206.0,225.0,206.0,225.0,5
"Saline County, AR",125,AR,Saline County,91525.0,93495.0,8511.0,7480.0,935.0,989.0,935.0,989.0,5
"Scott County, AR",127,AR,Scott County,6984.0,7021.0,968.0,855.0,125.0,133.0,125.0,133.0,5
"Searcy County, AR",129,AR,Searcy County,5077.0,5113.0,652.0,553.0,83.0,87.0,83.0,87.0,5
"Sebastian County, AR",131,AR,Sebastian County,90069.0,90848.0,14914.0,13374.0,1444.0,1480.0,1444.0,1480.0,5
"Sevier County, AR",133,AR,Sevier County,11632.0,11418.0,2617.0,2368.0,281.0,309.0,281.0,309.0,5
"Sharp County, AR",135,AR,Sharp County,11108.0,11257.0,1504.0,1287.0,187.0,190.0,187.0,190.0,5
"St. Francis County, AR",123,AR,St. Francis County,14994.0,14150.0,1482.0,1548.0,192.0,238.0,192.0,238.0,5
"Stone County, AR",137,AR,Stone County,7704.0,7872.0,1167.0,1002.0,142.0,149.0,142.0,149.0,5
"Union County, AR",139,AR,Union County,28232.0,27259.0,2847.0,2836.0,335.0,391.0,335.0,391.0,5
"Van Buren County, AR",141,AR,Van Buren County,10525.0,10690.0,1442.0,1152.0,180.0,174.0,180.0,174.0,5
"Washington County, AR",143,AR,Washington County,174152.0,179754.0,28563.0,26994.0,2481.0,2623.0,2481.0,2623.0,5
"White County, AR",145,AR,White County,56236.0,55337.0,6290.0,7002.0,678.0,878.0,678.0,878.0,5
"Woodruff County, AR",147,AR,Woodruff County,4271.0,4123.0,466.0,420.0,62.0,67.0,62.0,67.0,5
"Yell County, AR",149,AR,Yell County,14865.0,14667.0,2363.0,2294.0,281.0,304.0,281.0,304.0,5
"Alameda County, CA",1,CA,Alameda County,1346982.0,1368328.0,72422.0,70851.0,5118.0,5365.0,5118.0,5365.0,6
"Alpine County, CA",3,CA,Alpine County,758.0,746.0,72.0,92.0,10.0,15.0,10.0,15.0,6
"Amador County, CA",5,CA,Amador County,22933.0,23225.0,1851.0,1599.0,227.0,243.0,227.0,243.0,6
"Butte County, CA",7,CA,Butte County,161203.0,158242.0,13710.0,12276.0,1509.0,1544.0,1509.0,1544.0,6
"Calaveras County, CA",9,CA,Calaveras County,30117.0,30272.0,2579.0,2365.0,319.0,342.0,319.0,342.0,6
"Colusa County, CA",11,CA,Colusa County,15768.0,15557.0,2195.0,2327.0,258.0,323.0,258.0,323.0,6
"Contra Costa County, CA",13,CA,Contra Costa County,904085.0,921700.0,62447.0,52246.0,4810.0,4644.0,4810.0,4644.0,6
"Del Norte County, CA",15,CA,Del Norte County,17955.0,18272.0,1652.0,1397.0,205.0,207.0,205.0,207.0,6
"El Dorado County, CA",17,CA,El Dorado County,141405.0,142004.0,9349.0,8069.0,1037.0,1009.0,1037.0,1009.0,6
"Fresno County, CA",19,CA,Fresno County,764420.0,776173.0,82348.0,75245.0,5946.0,5904.0,5946.0,5904.0,6
"Glenn County, CA",21,CA,Glenn County,20440.0,20273.0,2905.0,2816.0,343.0,385.0,343.0,385.0,6
"Humboldt County, CA",23,CA,Humboldt County,96479.0,98329.0,10146.0,8194.0,1150.0,1114.0,1150.0,1114.0,6
"Imperial County, CA",25,CA,Imperial County,131798.0,131654.0,14070.0,12827.0,1502.0,1598.0,1502.0,1598.0,6
"Inyo County, CA",27,CA,Inyo County,12366.0,12178.0,1234.0,1387.0,151.0,186.0,151.0,186.0,6
"Kern County, CA",29,CA,Kern County,686486.0,684830.0,70588.0,72557.0,5347.0,5984.0,5347.0,5984.0,6
"Kings County, CA",31,CA,Kings County,108053.0,108667.0,11212.0,10606.0,1258.0,1341.0,1258.0,1341.0,6
"Lake County, CA",33,CA,Lake County,43859.0,44646.0,4557.0,3723.0,516.0,511.0,516.0,511.0,6
"Lassen County, CA",35,CA,Lassen County,17453.0,17463.0,914.0,817.0,120.0,134.0,120.0,134.0,6
"Los Angeles County, CA",37,CA,Los Angeles County,7524268.0,7553547.0,940376.0,856709.0,23470.0,22840.0,23470.0,22840.0,6
"Madera County, CA",39,CA,Madera County,111958.0,113212.0,13807.0,12806.0,1421.0,1521.0,1421.0,1521.0,6
"Marin County, CA",41,CA,Marin County,185579.0,186362.0,10406.0,8224.0,1100.0,1016.0,1100.0,1016.0,6
"Mariposa County, CA",43,CA,Mariposa County,10831.0,11070.0,1190.0,971.0,152.0,154.0,152.0,154.0,6
"Mendocino County, CA",45,CA,Mendocino County,58371.0,57307.0,6908.0,7213.0,704.0,859.0,704.0,859.0,6
"Merced County, CA",47,CA,Merced County,208796.0,212123.0,26939.0,24983.0,2489.0,2583.0,2489.0,2583.0,6
"Modoc County, CA",49,CA,Modoc County,5457.0,5519.0,709.0,523.0,86.0,78.0,86.0,78.0,6
"Mono County, CA",51,CA,Mono County,10632.0,10540.0,1258.0,1302.0,167.0,200.0,167.0,200.0,6
"Monterey County, CA",53,CA,Monterey County,311846.0,311141.0,42273.0,40323.0,3409.0,3577.0,3409.0,3577.0,6
"Napa County, CA",55,CA,Napa County,98628.0,97351.0,9391.0,9167.0,977.0,1083.0,977.0,1083.0,6
"Nevada County, CA",57,CA,Nevada County,66181.0,66380.0,4976.0,4354.0,575.0,596.0,575.0,596.0,6
"Orange County, CA",59,CA,Orange County,2435415.0,2492782.0,235378.0,203515.0,11186.0,10960.0,11186.0,10960.0,6
"Placer County, CA",61,CA,Placer County,304636.0,310542.0,15593.0,14599.0,1606.0,1730.0,1606.0,1730.0,6
"Plumas County, CA",63,CA,Plumas County,12255.0,12191.0,886.0,811.0,114.0,121.0,114.0,121.0,6
"Riverside County, CA",65,CA,Riverside County,1863541.0,1881822.0,203605.0,197079.0,10639.0,10910.0,10639.0,10910.0,6
"Sacramento County, CA",67,CA,Sacramento County,1218827.0,1241360.0,89530.0,84634.0,6200.0,6390.0,6200.0,6390.0,6
"San Benito County, CA",69,CA,San Benito County,49482.0,50667.0,4869.0,4561.0,551.0,601.0,551.0,601.0,6
"San Bernardino County, CA",71,CA,San Bernardino County,1686475.0,1709190.0,184915.0,167086.0,10396.0,10092.0,10396.0,10092.0,6
"San Diego County, CA",73,CA,San Diego County,2521091.0,2546856.0,247271.0,228785.0,12190.0,12265.0,12190.0,12265.0,6
"San Francisco County, CA",75,CA,San Francisco County,696065.0,699157.0,37808.0,35804.0,3427.0,3541.0,3427.0,3541.0,6
"San Joaquin County, CA",77,CA,San Joaquin County,593614.0,606314.0,53036.0,50785.0,4187.0,4317.0,4187.0,4317.0,6
"San Luis Obispo County, CA",79,CA,San Luis Obispo County,195733.0,194306.0,14763.0,14226.0,1463.0,1656.0,1463.0,1656.0,6
"San Mateo County, CA",81,CA,San Mateo County,606701.0,621197.0,37100.0,28282.0,3166.0,2819.0,3166.0,2819.0,6
"Santa Barbara County, CA",83,CA,Santa Barbara County,314580.0,314136.0,43058.0,41787.0,3427.0,3712.0,3427.0,3712.0,6
"Santa Clara County, CA",85,CA,Santa Clara County,1567921.0,1602702.0,91263.0,84138.0,5999.0,6134.0,5999.0,6134.0,6
"Santa Cruz County, CA",87,CA,Santa Cruz County,197973.0,194967.0,17026.0,16865.0,1652.0,1907.0,1652.0,1907.0,6
"Shasta County, CA",89,CA,Shasta County,128424.0,129675.0,11387.0,9688.0,1219.0,1221.0,1219.0,1221.0,6
"Sierra County, CA",91,CA,Sierra County,1883.0,1847.0,144.0,156.0,19.0,25.0,19.0,25.0,6
"Siskiyou County, CA",93,CA,Siskiyou County,28519.0,28722.0,2910.0,2365.0,333.0,329.0,333.0,329.0,6
"Solano County, CA",95,CA,Solano County,343238.0,343171.0,21935.0,22621.0,2109.0,2468.0,2109.0,2468.0,6
"Sonoma County, CA",97,CA,Sonoma County,356724.0,356175.0,30207.0,27357.0,2609.0,2697.0,2609.0,2697.0,6
"Stanislaus County, CA",99,CA,Stanislaus County,429824.0,434594.0,39386.0,34968.0,3326.0,3328.0,3326.0,3328.0,6
"Sutter County, CA",101,CA,Sutter County,73639.0,73541.0,7213.0,7312.0,779.0,906.0,779.0,906.0,6
"Tehama County, CA",103,CA,Tehama County,46690.0,46295.0,4448.0,4104.0,549.0,576.0,549.0,576.0,6
"Trinity County, CA",105,CA,Trinity County,7701.0,7785.0,867.0,654.0,113.0,101.0,113.0,101.0,6
"Tulare County, CA",107,CA,Tulare County,362166.0,363975.0,38062.0,38026.0,3313.0,3639.0,3313.0,3639.0,6
"Tuolumne County, CA",109,CA,Tuolumne County,34259.0,33927.0,2498.0,2331.0,312.0,347.0,312.0,347.0,6
"Ventura County, CA",111,CA,Ventura County,629720.0,641302.0,72745.0,56988.0,4994.0,4604.0,4994.0,4604.0,6
"Yolo County, CA",113,CA,Yolo County,170063.0,172492.0,12146.0,10869.0,1332.0,1333.0,1332.0,1333.0,6
