county_state,countyfips,state_name,county_name,NIC_2019,NIC_2020,NUI_2019,NUI_2020,nic_moe_2019,nic_moe_2020,nui_moe_2019,nui_moe_2020,statefips
"Issaquena County, MS",55,MS,Issaquena County,633.0,569.0,136.0,121.0,17.0,20.0,17.0,20.0,28
"Itawamba County, MS",57,MS,Itawamba County,15385.0,15114.0,2964.0,3033.0,322.0,370.0,322.0,370.0,28
"Jackson County, MS",59,MS,Jackson County,102025.0,102477.0,17030.0,15379.0,1596.0,1664.0,1596.0,1664.0,28
"Jasper County, MS",61,MS,Jasper County,10659.0,10656.0,2130.0,1730.0,235.0,227.0,235.0,227.0,28
"Jefferson County, MS",63,MS,Jefferson County,4480.0,4295.0,880.0,791.0,111.0,111.0,111.0,111.0,28
"Jefferson Davis County, MS",65,MS,Jefferson Davis County,6952.0,6735.0,1457.0,1208.0,168.0,168.0,168.0,168.0,28
"Jones County, MS",67,MS,Jones County,45702.0,46065.0,9133.0,7551.0,892.0,895.0,892.0,895.0,28
"Kemper County, MS",69,MS,Kemper County,5383.0,5130.0,1265.0,1256.0,142.0,160.0,142.0,160.0,28
"Lafayette County, MS",71,MS,Lafayette County,35732.0,36106.0,6590.0,6225.0,770.0,812.0,770.0,812.0,28
"Lamar County, MS",73,MS,Lamar County,46267.0,45945.0,7645.0,7838.0,813.0,920.0,813.0,920.0,28
"Lauderdale County, MS",75,MS,Lauderdale County,49183.0,47906.0,8366.0,7566.0,864.0,901.0,864.0,901.0,28
"Lawrence County, MS",77,MS,Lawrence County,8688.0,8378.0,1546.0,1502.0,168.0,191.0,168.0,191.0,28
"Leake County, MS",79,MS,Leake County,13471.0,13409.0,3749.0,3321.0,361.0,373.0,361.0,373.0,28
"Lee County, MS",81,MS,Lee County,60625.0,60832.0,11132.0,9698.0,1066.0,1064.0,1066.0,1064.0,28
"Leflore County, MS",83,MS,Leflore County,19356.0,18561.0,3376.0,2999.0,383.0,392.0,383.0,392.0,28
"Lincoln County, MS",85,MS,Lincoln County,23266.0,23226.0,4531.0,3845.0,471.0,470.0,471.0,470.0,28
"Lowndes County, MS",87,MS,Lowndes County,41478.0,40472.0,6397.0,6039.0,691.0,771.0,691.0,771.0,28
"Madison County, MS",89,MS,Madison County,80683.0,80589.0,9831.0,8818.0,957.0,994.0,957.0,994.0,28
"Marion County, MS",91,MS,Marion County,15558.0,15626.0,3564.0,3041.0,368.0,368.0,368.0,368.0,28
"Marshall County, MS",93,MS,Marshall County,22820.0,22622.0,4185.0,3736.0,446.0,465.0,446.0,465.0,28
"Monroe County, MS",95,MS,Monroe County,23838.0,23220.0,4160.0,4046.0,451.0,483.0,451.0,483.0,28
"Montgomery County, MS",97,MS,Montgomery County,6413.0,6033.0,1118.0,1146.0,135.0,148.0,135.0,148.0,28
"Neshoba County, MS",99,MS,Neshoba County,18956.0,19202.0,5181.0,4638.0,489.0,533.0,489.0,533.0,28
"Newton County, MS",101,MS,Newton County,13932.0,13824.0,2998.0,2714.0,312.0,328.0,312.0,328.0,28
"Noxubee County, MS",103,MS,Noxubee County,6802.0,6661.0,1638.0,1257.0,170.0,175.0,170.0,175.0,28
"Oktibbeha County, MS",105,MS,Oktibbeha County,33578.0,32981.0,5660.0,5542.0,755.0,870.0,755.0,870.0,28
"Panola County, MS",107,MS,Panola County,23600.0,22825.0,4612.0,4269.0,492.0,518.0,492.0,518.0,28
"Pearl River County, MS",109,MS,Pearl River County,36484.0,37272.0,7202.0,6181.0,707.0,770.0,707.0,770.0,28
"Perry County, MS",111,MS,Perry County,7962.0,7910.0,1699.0,1465.0,186.0,202.0,186.0,202.0,28
"Pike County, MS",113,MS,Pike County,26302.0,25732.0,5000.0,4476.0,546.0,571.0,546.0,571.0,28
"Pontotoc County, MS",115,MS,Pontotoc County,22053.0,22291.0,5023.0,4567.0,519.0,526.0,519.0,526.0,28
"Prentiss County, MS",117,MS,Prentiss County,16397.0,16354.0,3353.0,3108.0,383.0,394.0,383.0,394.0,28
"Quitman County, MS",119,MS,Quitman County,4499.0,4297.0,868.0,824.0,104.0,111.0,104.0,111.0,28
"Rankin County, MS",121,MS,Rankin County,109274.0,110603.0,16801.0,14154.0,1533.0,1528.0,1533.0,1528.0,28
"Scott County, MS",123,MS,Scott County,18307.0,18692.0,5097.0,4077.0,499.0,469.0,499.0,469.0,28
"Sharkey County, MS",125,MS,Sharkey County,2786.0,2581.0,603.0,542.0,70.0,73.0,70.0,73.0,28
"Simpson County, MS",127,MS,Simpson County,17719.0,17821.0,3713.0,3012.0,387.0,386.0,387.0,386.0,28
"Smith County, MS",129,MS,Smith County,10361.0,10196.0,2208.0,2040.0,228.0,248.0,228.0,248.0,28
"Stone County, MS",131,MS,Stone County,11629.0,11704.0,2417.0,2170.0,259.0,278.0,259.0,278.0,28
"Sunflower County, MS",133,MS,Sunflower County,14706.0,14111.0,2659.0,2292.0,308.0,292.0,308.0,292.0,28
"Tallahatchie County, MS",135,MS,Tallahatchie County,7710.0,7464.0,1474.0,1258.0,176.0,171.0,176.0,171.0,28
"Tate County, MS",137,MS,Tate County,18946.0,19183.0,3473.0,3110.0,383.0,406.0,383.0,406.0,28
"Tippah County, MS",139,MS,Tippah County,14986.0,14574.0,2945.0,2827.0,314.0,343.0,314.0,343.0,28
"Tishomingo County, MS",141,MS,Tishomingo County,12540.0,12585.0,2626.0,2349.0,271.0,293.0,271.0,293.0,28
"Tunica County, MS",143,MS,Tunica County,7124.0,6614.0,1048.0,1044.0,154.0,165.0,154.0,165.0,28
"Union County, MS",145,MS,Union County,19664.0,19514.0,4106.0,3972.0,431.0,468.0,431.0,468.0,28
"Walthall County, MS",147,MS,Walthall County,9210.0,9241.0,2072.0,1718.0,231.0,227.0,231.0,227.0,28
"Warren County, MS",149,MS,Warren County,31492.0,30483.0,5590.0,4987.0,598.0,596.0,598.0,596.0,28
"Washington County, MS",151,MS,Washington County,30514.0,28211.0,5120.0,5134.0,568.0,600.0,568.0,600.0,28
"Wayne County, MS",153,MS,Wayne County,13666.0,13542.0,2771.0,2622.0,306.0,341.0,306.0,341.0,28
"Webster County, MS",155,MS,Webster County,6707.0,6699.0,1195.0,1117.0,140.0,144.0,140.0,144.0,28
"Wilkinson County, MS",157,MS,Wilkinson County,4967.0,4688.0,994.0,867.0,116.0,119.0,116.0,119.0,28
"Winston County, MS",159,MS,Winston County,11411.0,10942.0,2341.0,2249.0,247.0,268.0,247.0,268.0,28
"Yalobusha County, MS",161,MS,Yalobusha County,8133.0,7860.0,1313.0,1226.0,150.0,161.0,150.0,161.0,28
"Yazoo County, MS",163,MS,Yazoo County,15972.0,15564.0,2911.0,2443.0,325.0,337.0,325.0,337.0,28
"Adair County, MO",1,MO,Adair County,15854.0,15581.0,2890.0,3081.0,352.0,426.0,352.0,426.0,29
"Andrew County, MO",3,MO,Andrew County,12668.0,12292.0,1562.0,1750.0,175.0,219.0,175.0,219.0,29
"Atchison County, MO",5,MO,Atchison County,3293.0,3167.0,482.0,559.0,55.0,69.0,55.0,69.0,29
"Audrain County, MO",7,MO,Audrain County,16153.0,15656.0,2649.0,2975.0,288.0,371.0,288.0,371.0,29
"Barry County, MO",9,MO,Barry County,22591.0,22753.0,5212.0,4713.0,497.0,537.0,497.0,537.0,29
"Barton County, MO",11,MO,Barton County,7668.0,7520.0,1484.0,1475.0,160.0,178.0,160.0,178.0,29
"Bates County, MO",13,MO,Bates County,10872.0,10710.0,1902.0,1977.0,205.0,235.0,205.0,235.0,29
"Benton County, MO",15,MO,Benton County,11009.0,11079.0,2163.0,2035.0,226.0,259.0,226.0,259.0,29
"Bollinger County, MO",17,MO,Bollinger County,7874.0,7778.0,1579.0,1580.0,164.0,188.0,164.0,188.0,29
"Boone County, MO",19,MO,Boone County,132756.0,134589.0,16404.0,16120.0,1634.0,1831.0,1634.0,1831.0,29
"Buchanan County, MO",21,MO,Buchanan County,59466.0,58643.0,9393.0,9223.0,922.0,1004.0,922.0,1004.0,29
"Butler County, MO",23,MO,Butler County,28570.0,28003.0,5026.0,4903.0,535.0,577.0,535.0,577.0,29
"Caldwell County, MO",25,MO,Caldwell County,6011.0,5885.0,1016.0,1119.0,110.0,136.0,110.0,136.0,29
"Callaway County, MO",27,MO,Callaway County,29931.0,29369.0,3855.0,4281.0,416.0,521.0,416.0,521.0,29
"Camden County, MO",29,MO,Camden County,27397.0,27442.0,5113.0,4884.0,500.0,570.0,500.0,570.0,29
"Cape Girardeau County, MO",31,MO,Cape Girardeau County,55025.0,54640.0,7199.0,7603.0,766.0,905.0,766.0,905.0,29
"Carroll County, MO",33,MO,Carroll County,5817.0,5606.0,891.0,964.0,101.0,121.0,101.0,121.0,29
"Carter County, MO",35,MO,Carter County,3958.0,3820.0,713.0,821.0,84.0,105.0,84.0,105.0,29
"Cass County, MO",37,MO,Cass County,78383.0,77177.0,8734.0,10405.0,849.0,1119.0,849.0,1119.0,29
"Cedar County, MO",39,MO,Cedar County,9016.0,9012.0,1761.0,1728.0,187.0,215.0,187.0,215.0,29
"Chariton County, MO",41,MO,Chariton County,4767.0,4627.0,746.0,766.0,80.0,96.0,80.0,96.0,29
"Christian County, MO",43,MO,Christian County,65105.0,65462.0,8870.0,9903.0,894.0,1072.0,894.0,1072.0,29
"Clark County, MO",45,MO,Clark County,4486.0,4387.0,804.0,868.0,90.0,106.0,90.0,106.0,29
"Clay County, MO",47,MO,Clay County,192933.0,193370.0,19670.0,21529.0,1815.0,2147.0,1815.0,2147.0,29
"Clinton County, MO",49,MO,Clinton County,14657.0,14490.0,1949.0,2155.0,210.0,264.0,210.0,264.0,29
"Cole County, MO",51,MO,Cole County,52829.0,52567.0,6153.0,6120.0,643.0,733.0,643.0,733.0,29
"Cooper County, MO",53,MO,Cooper County,11457.0,11330.0,1577.0,1559.0,175.0,197.0,175.0,197.0,29
"Crawford County, MO",55,MO,Crawford County,15847.0,15580.0,2969.0,2961.0,310.0,337.0,310.0,337.0,29
"Dade County, MO",57,MO,Dade County,4698.0,4765.0,966.0,877.0,103.0,115.0,103.0,115.0,29
"Dallas County, MO",59,MO,Dallas County,10924.0,11059.0,2267.0,2306.0,243.0,282.0,243.0,282.0,29
"Daviess County, MO",61,MO,Daviess County,5105.0,5131.0,1232.0,1182.0,118.0,139.0,118.0,139.0,29
"DeKalb County, MO",63,MO,DeKalb County,6362.0,6310.0,835.0,839.0,97.0,109.0,97.0,109.0,29
"Dent County, MO",65,MO,Dent County,9959.0,9767.0,1977.0,1973.0,204.0,239.0,204.0,239.0,29
"Douglas County, MO",67,MO,Douglas County,8004.0,8278.0,1725.0,1427.0,190.0,194.0,190.0,194.0,29
"Dunklin County, MO",69,MO,Dunklin County,19309.0,18470.0,3694.0,4055.0,361.0,399.0,361.0,399.0,29
"Franklin County, MO",71,MO,Franklin County,74785.0,74495.0,10032.0,10197.0,971.0,1098.0,971.0,1098.0,29
"Gasconade County, MO",73,MO,Gasconade County,9651.0,9464.0,1589.0,1561.0,168.0,194.0,168.0,194.0,29
"Gentry County, MO",75,MO,Gentry County,4477.0,4308.0,719.0,790.0,86.0,101.0,86.0,101.0,29
"Greene County, MO",77,MO,Greene County,202947.0,200950.0,31041.0,33378.0,2594.0,2984.0,2594.0,2984.0,29
"Grundy County, MO",79,MO,Grundy County,6280.0,6002.0,1145.0,1203.0,126.0,152.0,126.0,152.0,29
"Harrison County, MO",81,MO,Harrison County,5488.0,5419.0,864.0,866.0,98.0,117.0,98.0,117.0,29
"Henry County, MO",83,MO,Henry County,14333.0,14294.0,2450.0,2501.0,255.0,289.0,255.0,289.0,29
"Hickory County, MO",85,MO,Hickory County,5165.0,5204.0,1098.0,1060.0,122.0,140.0,122.0,140.0,29
"Holt County, MO",87,MO,Holt County,2753.0,2613.0,462.0,457.0,52.0,58.0,52.0,58.0,29
"Howard County, MO",89,MO,Howard County,6428.0,6393.0,950.0,911.0,109.0,120.0,109.0,120.0,29
"Howell County, MO",91,MO,Howell County,26449.0,26649.0,5057.0,4764.0,497.0,566.0,497.0,566.0,29
"Iron County, MO",93,MO,Iron County,6600.0,6322.0,1064.0,1239.0,116.0,150.0,116.0,150.0,29
"Jackson County, MO",95,MO,Jackson County,508394.0,505561.0,77183.0,75693.0,4740.0,4979.0,4740.0,4979.0,29
"Jasper County, MO",97,MO,Jasper County,82794.0,83210.0,16611.0,16020.0,1418.0,1514.0,1418.0,1514.0,29
"Jefferson County, MO",99,MO,Jefferson County,167980.0,167745.0,21129.0,21596.0,1855.0,2001.0,1855.0,2001.0,29
"Johnson County, MO",101,MO,Johnson County,38409.0,37961.0,5367.0,5703.0,616.0,697.0,616.0,697.0,29
"Knox County, MO",103,MO,Knox County,2375.0,2510.0,624.0,457.0,69.0,63.0,69.0,63.0,29
"Laclede County, MO",105,MO,Laclede County,24787.0,24659.0,4117.0,4042.0,447.0,496.0,447.0,496.0,29
"Lafayette County, MO",107,MO,Lafayette County,23137.0,22893.0,2981.0,3303.0,327.0,391.0,327.0,391.0,29
"Lawrence County, MO",109,MO,Lawrence County,25336.0,25128.0,5462.0,5387.0,516.0,594.0,516.0,594.0,29
"Lewis County, MO",111,MO,Lewis County,6419.0,6319.0,930.0,980.0,115.0,135.0,115.0,135.0,29
"Lincoln County, MO",113,MO,Lincoln County,44648.0,45027.0,5922.0,6113.0,595.0,714.0,595.0,714.0,29
"Linn County, MO",115,MO,Linn County,8035.0,7825.0,1248.0,1315.0,139.0,167.0,139.0,167.0,29
"Livingston County, MO",117,MO,Livingston County,9119.0,8802.0,1370.0,1544.0,159.0,195.0,159.0,195.0,29
"Macon County, MO",121,MO,Macon County,9856.0,9885.0,1681.0,1563.0,188.0,201.0,188.0,201.0,29
"Madison County, MO",123,MO,Madison County,8267.0,8093.0,1293.0,1396.0,145.0,177.0,145.0,177.0,29
"Maries County, MO",125,MO,Maries County,5521.0,5633.0,1175.0,1104.0,128.0,145.0,128.0,145.0,29
"Marion County, MO",127,MO,Marion County,19886.0,19224.0,2493.0,2858.0,288.0,354.0,288.0,354.0,29
"McDonald County, MO",119,MO,McDonald County,14605.0,14610.0,4280.0,4279.0,394.0,434.0,394.0,434.0,29
"Mercer County, MO",129,MO,Mercer County,2295.0,2235.0,478.0,457.0,56.0,60.0,56.0,60.0,29
"Miller County, MO",131,MO,Miller County,17134.0,16913.0,3203.0,3429.0,335.0,399.0,335.0,399.0,29
"Mississippi County, MO",133,MO,Mississippi County,7650.0,7441.0,1299.0,1289.0,150.0,171.0,150.0,171.0,29
"Moniteau County, MO",135,MO,Moniteau County,10167.0,9791.0,2073.0,2346.0,216.0,264.0,216.0,264.0,29
"Monroe County, MO",137,MO,Monroe County,5621.0,5509.0,876.0,961.0,98.0,121.0,98.0,121.0,29
"Montgomery County, MO",139,MO,Montgomery County,7583.0,7369.0,1274.0,1282.0,135.0,158.0,135.0,158.0,29
"Morgan County, MO",141,MO,Morgan County,12213.0,11905.0,3243.0,3409.0,306.0,368.0,306.0,368.0,29
"New Madrid County, MO",143,MO,New Madrid County,11557.0,10967.0,1870.0,1925.0,210.0,233.0,210.0,233.0,29
"Newton County, MO",145,MO,Newton County,39350.0,39095.0,7327.0,7565.0,683.0,803.0,683.0,803.0,29
"Nodaway County, MO",147,MO,Nodaway County,13261.0,13088.0,2043.0,1980.0,261.0,284.0,261.0,284.0,29
"Oregon County, MO",149,MO,Oregon County,6579.0,6529.0,1302.0,1219.0,140.0,155.0,140.0,155.0,29
"Osage County, MO",151,MO,Osage County,9704.0,9509.0,1228.0,1267.0,136.0,162.0,136.0,162.0,29
"Ozark County, MO",153,MO,Ozark County,5135.0,5216.0,1237.0,1002.0,130.0,136.0,130.0,136.0,29
"Pemiscot County, MO",155,MO,Pemiscot County,10987.0,10556.0,1742.0,1689.0,191.0,205.0,191.0,205.0,29
"Perry County, MO",157,MO,Perry County,13629.0,13401.0,1713.0,1850.0,199.0,227.0,199.0,227.0,29
"Pettis County, MO",159,MO,Pettis County,28965.0,28686.0,5348.0,5488.0,526.0,619.0,526.0,619.0,29
"Phelps County, MO",161,MO,Phelps County,28936.0,28454.0,5346.0,5576.0,563.0,679.0,563.0,679.0,29
"Pike County, MO",163,MO,Pike County,11132.0,10854.0,1676.0,1887.0,188.0,226.0,188.0,226.0,29
"Platte County, MO",165,MO,Platte County,81450.0,82527.0,7116.0,7606.0,725.0,880.0,725.0,880.0,29
"Polk County, MO",167,MO,Polk County,20957.0,21478.0,3980.0,3696.0,424.0,460.0,424.0,460.0,29
"Pulaski County, MO",169,MO,Pulaski County,33133.0,32728.0,4553.0,4754.0,557.0,646.0,557.0,646.0,29
"Putnam County, MO",171,MO,Putnam County,2934.0,2946.0,552.0,528.0,65.0,72.0,65.0,72.0,29
"Ralls County, MO",173,MO,Ralls County,7096.0,6937.0,904.0,998.0,103.0,129.0,103.0,129.0,29
"Randolph County, MO",175,MO,Randolph County,16015.0,15508.0,2330.0,2440.0,260.0,307.0,260.0,307.0,29
"Ray County, MO",177,MO,Ray County,16251.0,15865.0,2259.0,2449.0,237.0,284.0,237.0,284.0,29
"Reynolds County, MO",179,MO,Reynolds County,3925.0,3836.0,745.0,734.0,82.0,96.0,82.0,96.0,29
"Ripley County, MO",181,MO,Ripley County,8560.0,8605.0,1777.0,1651.0,182.0,209.0,182.0,209.0,29
"Saline County, MO",195,MO,Saline County,14823.0,14697.0,2506.0,2624.0,264.0,326.0,264.0,326.0,29
"Schuyler County, MO",197,MO,Schuyler County,3098.0,3011.0,597.0,563.0,71.0,78.0,71.0,78.0,29
"Scotland County, MO",199,MO,Scotland County,3079.0,2951.0,850.0,896.0,91.0,111.0,91.0,111.0,29
"Scott County, MO",201,MO,Scott County,26491.0,26152.0,4177.0,4066.0,450.0,481.0,450.0,481.0,29
"Shannon County, MO",203,MO,Shannon County,5060.0,4976.0,1148.0,1155.0,122.0,144.0,122.0,144.0,29
"Shelby County, MO",205,MO,Shelby County,3877.0,3807.0,667.0,671.0,77.0,84.0,77.0,84.0,29
"St. Charles County, MO",183,MO,St. Charles County,313313.0,317400.0,23128.0,22591.0,1961.0,2114.0,1961.0,2114.0,29
"St. Clair County, MO",185,MO,St. Clair County,5539.0,5752.0,1088.0,1114.0,116.0,138.0,116.0,138.0,29
"St. Francois County, MO",187,MO,St. Francois County,43309.0,42301.0,6205.0,6739.0,649.0,788.0,649.0,788.0,29
"St. Louis County, MO",189,MO,St. Louis County,733104.0,724675.0,65929.0,67071.0,4373.0,4731.0,4373.0,4731.0,29
"St. Louis city, MO",510,MO,St. Louis city,215810.0,210715.0,31216.0,28406.0,2563.0,2615.0,2563.0,2615.0,29
"Ste. Genevieve County, MO",186,MO,Ste. Genevieve County,12649.0,12294.0,1496.0,1724.0,168.0,210.0,168.0,210.0,29
"Stoddard County, MO",207,MO,Stoddard County,19434.0,18776.0,3400.0,3811.0,344.0,432.0,344.0,432.0,29
"Stone County, MO",209,MO,Stone County,18032.0,18194.0,3610.0,3611.0,349.0,421.0,349.0,421.0,29
"Sullivan County, MO",211,MO,Sullivan County,4035.0,3951.0,726.0,759.0,81.0,96.0,81.0,96.0,29
"Taney County, MO",213,MO,Taney County,34260.0,33888.0,7520.0,7503.0,724.0,839.0,724.0,839.0,29
"Texas County, MO",215,MO,Texas County,14515.0,14834.0,3492.0,2892.0,359.0,365.0,359.0,365.0,29
"Vernon County, MO",217,MO,Vernon County,13366.0,13083.0,2443.0,2323.0,265.0,287.0,265.0,287.0,29
"Warren County, MO",219,MO,Warren County,25678.0,25558.0,3348.0,4004.0,373.0,495.0,373.0,495.0,29
"Washington County, MO",221,MO,Washington County,16376.0,16138.0,2883.0,2821.0,306.0,342.0,306.0,342.0,29
"Wayne County, MO",223,MO,Wayne County,7938.0,7881.0,1617.0,1449.0,176.0,191.0,176.0,191.0,29
"Webster County, MO",225,MO,Webster County,27500.0,26686.0,4792.0,5818.0,494.0,662.0,494.0,662.0,29
"Worth County, MO",227,MO,Worth County,1264.0,1212.0,211.0,202.0,25.0,28.0,25.0,28.0,29
"Wright County, MO",229,MO,Wright County,11669.0,11900.0,2729.0,2305.0,278.0,286.0,278.0,286.0,29
"Beaverhead County, MT",1,MT,Beaverhead County,6183.0,6033.0,741.0,785.0,100.0,116.0,100.0,116.0,30
"Big Horn County, MT",3,MT,Big Horn County,9436.0,9346.0,1633.0,1838.0,196.0,239.0,196.0,239.0,30
"Blaine County, MT",5,MT,Blaine County,4595.0,4607.0,838.0,887.0,99.0,121.0,99.0,121.0,30
"Broadwater County, MT",7,MT,Broadwater County,4197.0,4255.0,502.0,603.0,62.0,85.0,62.0,85.0,30
"Carbon County, MT",9,MT,Carbon County,6904.0,7172.0,915.0,839.0,107.0,116.0,107.0,116.0,30
"Carter County, MT",11,MT,Carter County,790.0,806.0,121.0,86.0,16.0,14.0,16.0,14.0,30
"Cascade County, MT",13,MT,Cascade County,57738.0,57082.0,6236.0,6717.0,658.0,766.0,658.0,766.0,30
"Chouteau County, MT",15,MT,Chouteau County,3735.0,3787.0,615.0,631.0,76.0,88.0,76.0,88.0,30
"Custer County, MT",17,MT,Custer County,7933.0,7729.0,830.0,951.0,97.0,129.0,97.0,129.0,30
"Daniels County, MT",19,MT,Daniels County,1073.0,1083.0,134.0,120.0,17.0,19.0,17.0,19.0,30
"Dawson County, MT",21,MT,Dawson County,6027.0,5816.0,482.0,614.0,62.0,91.0,62.0,91.0,30
"Deer Lodge County, MT",23,MT,Deer Lodge County,5642.0,5580.0,639.0,643.0,80.0,91.0,80.0,91.0,30
"Fallon County, MT",25,MT,Fallon County,2093.0,1988.0,268.0,304.0,34.0,43.0,34.0,43.0,30
"Fergus County, MT",27,MT,Fergus County,7127.0,7026.0,917.0,1054.0,110.0,144.0,110.0,144.0,30
"Flathead County, MT",29,MT,Flathead County,73847.0,74809.0,8285.0,8534.0,822.0,961.0,822.0,961.0,30
"Gallatin County, MT",31,MT,Gallatin County,89287.0,90535.0,8030.0,9102.0,848.0,1094.0,848.0,1094.0,30
"Garfield County, MT",33,MT,Garfield County,778.0,839.0,155.0,83.0,22.0,14.0,22.0,14.0,30
"Glacier County, MT",35,MT,Glacier County,9296.0,9801.0,2210.0,2020.0,259.0,291.0,259.0,291.0,30
"Golden Valley County, MT",37,MT,Golden Valley County,507.0,500.0,76.0,63.0,11.0,10.0,11.0,10.0,30
"Granite County, MT",39,MT,Granite County,1982.0,1951.0,307.0,292.0,39.0,42.0,39.0,42.0,30
"Hill County, MT",41,MT,Hill County,11801.0,11837.0,1723.0,1729.0,192.0,220.0,192.0,220.0,30
"Jefferson County, MT",43,MT,Jefferson County,8622.0,8612.0,843.0,881.0,102.0,120.0,102.0,120.0,30
"Judith Basin County, MT",45,MT,Judith Basin County,1255.0,1255.0,179.0,153.0,23.0,23.0,23.0,23.0,30
"Lake County, MT",47,MT,Lake County,19370.0,19209.0,3572.0,4388.0,359.0,487.0,359.0,487.0,30
"Lewis and Clark County, MT",49,MT,Lewis and Clark County,50698.0,51019.0,4363.0,4663.0,484.0,586.0,484.0,586.0,30
"Liberty County, MT",51,MT,Liberty County,1526.0,1451.0,260.0,324.0,35.0,47.0,35.0,47.0,30
"Lincoln County, MT",53,MT,Lincoln County,11799.0,11817.0,1923.0,1980.0,223.0,264.0,223.0,264.0,30
"Madison County, MT",57,MT,Madison County,5206.0,5341.0,808.0,816.0,97.0,113.0,97.0,113.0,30
"McCone County, MT",55,MT,McCone County,985.0,1081.0,204.0,102.0,28.0,17.0,28.0,17.0,30
"Meagher County, MT",59,MT,Meagher County,1128.0,1057.0,125.0,185.0,18.0,28.0,18.0,28.0,30
"Mineral County, MT",61,MT,Mineral County,2727.0,2734.0,316.0,389.0,42.0,56.0,42.0,56.0,30
"Missoula County, MT",63,MT,Missoula County,88542.0,89547.0,8936.0,9409.0,955.0,1105.0,955.0,1105.0,30
"Musselshell County, MT",65,MT,Musselshell County,2842.0,2947.0,441.0,359.0,54.0,53.0,54.0,53.0,30
"Park County, MT",67,MT,Park County,11356.0,11190.0,1269.0,1470.0,160.0,199.0,160.0,199.0,30
"Petroleum County, MT",69,MT,Petroleum County,328.0,323.0,33.0,27.0,5.0,5.0,5.0,5.0,30
"Phillips County, MT",71,MT,Phillips County,2490.0,2511.0,481.0,431.0,56.0,59.0,56.0,59.0,30
"Pondera County, MT",73,MT,Pondera County,4066.0,3867.0,541.0,598.0,66.0,82.0,66.0,82.0,30
"Powder River County, MT",75,MT,Powder River County,1048.0,1014.0,156.0,154.0,20.0,24.0,20.0,24.0,30
"Powell County, MT",77,MT,Powell County,3361.0,3262.0,435.0,493.0,56.0,69.0,56.0,69.0,30
"Prairie County, MT",79,MT,Prairie County,630.0,583.0,86.0,103.0,11.0,16.0,11.0,16.0,30
"Ravalli County, MT",81,MT,Ravalli County,27805.0,28273.0,3994.0,4165.0,426.0,521.0,426.0,521.0,30
"Richland County, MT",83,MT,Richland County,8212.0,8426.0,985.0,1023.0,118.0,143.0,118.0,143.0,30
"Roosevelt County, MT",85,MT,Roosevelt County,7410.0,8126.0,1875.0,1498.0,205.0,206.0,205.0,206.0,30
"Rosebud County, MT",87,MT,Rosebud County,6372.0,6309.0,946.0,1081.0,112.0,143.0,112.0,143.0,30
"Sanders County, MT",89,MT,Sanders County,6646.0,6775.0,1262.0,1210.0,141.0,156.0,141.0,156.0,30
"Sheridan County, MT",91,MT,Sheridan County,2224.0,2163.0,295.0,291.0,37.0,42.0,37.0,42.0,30
"Silver Bow County, MT",93,MT,Silver Bow County,24798.0,24831.0,2514.0,2677.0,312.0,367.0,312.0,367.0,30
"Stillwater County, MT",95,MT,Stillwater County,6821.0,6908.0,586.0,641.0,72.0,92.0,72.0,92.0,30
"Sweet Grass County, MT",97,MT,Sweet Grass County,2402.0,2307.0,293.0,311.0,37.0,46.0,37.0,46.0,30
"Teton County, MT",99,MT,Teton County,4115.0,4124.0,543.0,646.0,65.0,91.0,65.0,91.0,30
"Toole County, MT",101,MT,Toole County,2813.0,2831.0,432.0,380.0,53.0,58.0,53.0,58.0,30
"Treasure County, MT",103,MT,Treasure County,440.0,416.0,51.0,69.0,7.0,11.0,7.0,11.0,30
"Valley County, MT",105,MT,Valley County,5019.0,4977.0,571.0,592.0,69.0,79.0,69.0,79.0,30
"Wheatland County, MT",107,MT,Wheatland County,1253.0,1196.0,295.0,351.0,34.0,48.0,34.0,48.0,30
"Wibaux County, MT",109,MT,Wibaux County,618.0,606.0,94.0,80.0,12.0,12.0,12.0,12.0,30
"Yellowstone County, MT",111,MT,Yellowstone County,120460.0,120492.0,10839.0,12163.0,1012.0,1286.0,1012.0,1286.0,30
"Adams County, NE",1,NE,Adams County,21954.0,21669.0,2320.0,2471.0,267.0,317.0,267.0,317.0,31
"Antelope County, NE",3,NE,Antelope County,4238.0,4110.0,483.0,518.0,62.0,72.0,62.0,72.0,31
"Arthur County, NE",5,NE,Arthur County,311.0,326.0,44.0,22.0,7.0,4.0,7.0,4.0,31
"Banner County, NE",7,NE,Banner County,520.0,549.0,39.0,38.0,8.0,7.0,8.0,7.0,31
"Blaine County, NE",9,NE,Blaine County,266.0,320.0,67.0,27.0,10.0,5.0,10.0,5.0,31
"Boone County, NE",11,NE,Boone County,3583.0,3566.0,381.0,302.0,48.0,46.0,48.0,46.0,31
"Box Butte County, NE",13,NE,Box Butte County,7717.0,7387.0,887.0,1081.0,104.0,140.0,104.0,140.0,31
"Boyd County, NE",15,NE,Boyd County,1146.0,1155.0,165.0,124.0,21.0,19.0,21.0,19.0,31
"Brown County, NE",17,NE,Brown County,1850.0,1952.0,282.0,217.0,38.0,34.0,38.0,34.0,31
"Buffalo County, NE",19,NE,Buffalo County,36467.0,36448.0,3849.0,3849.0,445.0,499.0,445.0,499.0,31
